trade_date,book,node_id,node_name,product,quantity_mw,avg_price,mark_price,unrealized_pnl,delta,gamma,theta
2024-05-03,ERCOT_NORTH,LZ_WEST,West Load Zone,CRR,-295.37,88.6132,77.7976,3194.58,-280.6,0.2954,-1.4768
2024-05-03,ERCOT_SOUTH,LZ_WEST,West Load Zone,DA,-280.82,35.5573,41.0648,-1546.59,-266.78,0.2808,-1.4041
2024-05-03,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,CRR,180.46,56.8756,40.9921,-2866.29,171.43,0.1805,-0.9023
2024-05-03,ERCOT_SOUTH,LZ_SOUTH,South Load Zone,DA,-38.44,59.5967,46.984,484.77,-36.51,0.0384,-0.1922
2024-05-03,ERCOT_SOUTH,LZ_SOUTH,South Load Zone,RT,208.11,119.8969,119.369,-109.88,197.7,0.2081,-1.0405
2024-05-03,ERCOT_WEST,HB_WEST,West Hub,DA,92.92,45.9616,61.6667,1459.37,88.28,0.0929,-0.4646
2024-05-03,ERCOT_WEST,HB_WEST,West Hub,RT,-125.1,54.7862,66.1687,-1423.98,-118.85,0.1251,-0.6255
2024-05-03,ERCOT_WEST,HB_WEST,West Hub,CRR,37.44,111.6373,78.6677,-1234.45,35.57,0.0374,-0.1872
2024-05-03,ERCOT_WEST,HB_SOUTH,South Hub,DA,-55.24,84.4631,87.1064,-146.02,-52.48,0.0552,-0.2762
2024-05-03,ERCOT_WEST,HB_SOUTH,South Hub,RT,-222.86,79.6728,75.7938,864.45,-211.71,0.2229,-1.1143
2024-05-03,ERCOT_WEST,LZ_HOUSTON,Houston Load Zone,DA,297.97,107.4037,101.591,-1732.0,283.07,0.298,-1.4899
2024-05-03,ERCOT_WEST,LZ_HOUSTON,Houston Load Zone,RT,6.54,88.1106,92.2345,26.96,6.21,0.0065,-0.0327
2024-05-03,ERCOT_WEST,LZ_HOUSTON,Houston Load Zone,CRR,197.05,30.8616,46.7936,3139.33,187.19,0.197,-0.9852
2024-05-03,ERCOT_WEST,HB_NORTH,North Hub,DA,238.09,39.014,35.6401,-803.3,226.19,0.2381,-1.1905
2024-05-03,ERCOT_WEST,HB_NORTH,North Hub,CRR,182.88,77.9872,51.11,-4915.22,173.73,0.1829,-0.9144
2024-05-03,ERCOT_HUB,LZ_HOUSTON,Houston Load Zone,DA,26.39,68.0067,70.2104,58.15,25.07,0.0264,-0.1319
2024-05-03,ERCOT_HUB,HB_SOUTH,South Hub,DA,37.56,119.7513,135.7,598.98,35.68,0.0376,-0.1878
2024-05-03,ERCOT_HUB,HB_SOUTH,South Hub,RT,275.23,53.2159,69.9535,4606.74,261.47,0.2752,-1.3762
2024-05-03,ERCOT_HUB,HB_SOUTH,South Hub,CRR,-92.51,78.2634,85.7478,-692.4,-87.89,0.0925,-0.4626
2024-05-03,ERCOT_HUB,LZ_NORTH,North Load Zone,DA,-212.57,48.685,60.6028,-2533.32,-201.94,0.2126,-1.0628
2024-05-03,ERCOT_HUB,LZ_NORTH,North Load Zone,RT,113.0,101.7302,63.2371,-4349.71,107.35,0.113,-0.565
2024-05-03,ERCOT_HUB,LZ_NORTH,North Load Zone,CRR,280.12,98.0221,125.968,7828.07,266.11,0.2801,-1.4006
2024-05-03,ERCOT_HUB,LZ_WEST,West Load Zone,DA,-292.93,88.1936,99.6891,-3367.37,-278.28,0.2929,-1.4646
2024-05-03,ERCOT_HUB,LZ_WEST,West Load Zone,RT,-106.03,56.9046,53.9931,308.69,-100.73,0.106,-0.5301
2024-05-03,ERCOT_HUB,LZ_WEST,West Load Zone,CRR,-142.73,99.72,90.3363,1339.32,-135.59,0.1427,-0.7136
2024-05-03,ERCOT_CRR,LZ_SOUTH,South Load Zone,DA,2.47,69.1322,78.4612,23.09,2.35,0.0025,-0.0124
2024-05-03,ERCOT_CRR,LZ_SOUTH,South Load Zone,CRR,39.51,65.9187,61.2895,-182.89,37.53,0.0395,-0.1975
2024-05-03,ERCOT_CRR,HB_SOUTH,South Hub,DA,-245.41,85.0502,112.3062,-6688.94,-233.14,0.2454,-1.2271
2024-05-03,ERCOT_CRR,HB_SOUTH,South Hub,CRR,42.78,85.6307,85.801,7.29,40.64,0.0428,-0.2139
2024-05-03,ERCOT_CRR,HB_NORTH,North Hub,RT,-85.23,32.483,27.7411,404.15,-80.97,0.0852,-0.4261
2024-05-03,ERCOT_CRR,HB_NORTH,North Hub,CRR,-33.86,85.9006,78.3581,255.4,-32.17,0.0339,-0.1693
2024-05-03,ERCOT_CRR,HB_HOUSTON,Houston Hub,DA,-94.78,51.057,39.0967,1133.55,-90.04,0.0948,-0.4739
2024-05-03,ERCOT_CRR,HB_HOUSTON,Houston Hub,CRR,180.41,32.5989,54.9763,4037.0,171.38,0.1804,-0.902
2024-05-04,ERCOT_NORTH,HB_HOUSTON,Houston Hub,DA,-99.09,93.8323,68.7505,2485.45,-94.14,0.0991,-0.4955
2024-05-04,ERCOT_NORTH,HB_HOUSTON,Houston Hub,RT,3.7,53.9111,71.9212,66.62,3.51,0.0037,-0.0185
2024-05-04,ERCOT_NORTH,LZ_WEST,West Load Zone,DA,108.95,118.573,105.3464,-1441.08,103.51,0.109,-0.5448
2024-05-04,ERCOT_NORTH,LZ_WEST,West Load Zone,RT,166.59,109.2389,99.948,-1547.78,158.26,0.1666,-0.833
2024-05-04,ERCOT_NORTH,LZ_WEST,West Load Zone,CRR,57.04,41.8921,20.8745,-1198.94,54.19,0.057,-0.2852
2024-05-04,ERCOT_NORTH,LZ_HOUSTON,Houston Load Zone,DA,-53.33,68.9191,83.0576,-754.03,-50.67,0.0533,-0.2667
2024-05-04,ERCOT_NORTH,LZ_HOUSTON,Houston Load Zone,CRR,-78.66,102.565,117.8336,-1200.99,-74.72,0.0787,-0.3933
2024-05-04,ERCOT_NORTH,HB_NORTH,North Hub,DA,-149.29,43.9873,24.9394,2843.71,-141.83,0.1493,-0.7465
2024-05-04,ERCOT_NORTH,HB_NORTH,North Hub,RT,-23.21,79.0823,43.1186,834.66,-22.05,0.0232,-0.116
2024-05-04,ERCOT_NORTH,HB_NORTH,North Hub,CRR,148.35,50.7479,40.6259,-1501.59,140.93,0.1483,-0.7417
2024-05-04,ERCOT_SOUTH,HB_WEST,West Hub,DA,-232.21,77.2848,71.7089,1294.75,-220.6,0.2322,-1.161
2024-05-04,ERCOT_SOUTH,HB_WEST,West Hub,RT,-165.71,89.1447,61.9763,4502.16,-157.43,0.1657,-0.8286
2024-05-04,ERCOT_SOUTH,HB_WEST,West Hub,CRR,-96.81,43.8408,49.4792,-545.83,-91.97,0.0968,-0.484
2024-05-04,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,DA,-275.62,43.0288,60.726,-4877.61,-261.84,0.2756,-1.3781
2024-05-04,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,RT,184.11,31.1676,56.6886,4698.75,174.91,0.1841,-0.9206
2024-05-04,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,CRR,74.74,118.1219,144.9648,2006.23,71.0,0.0747,-0.3737
2024-05-04,ERCOT_SOUTH,HB_NORTH,North Hub,DA,-182.01,66.3056,52.2691,2554.73,-172.91,0.182,-0.91
2024-05-04,ERCOT_SOUTH,HB_NORTH,North Hub,RT,-157.48,101.2515,122.5217,-3349.61,-149.61,0.1575,-0.7874
2024-05-04,ERCOT_SOUTH,HB_NORTH,North Hub,CRR,-187.89,66.0963,49.6774,3084.92,-178.49,0.1879,-0.9394
2024-05-04,ERCOT_SOUTH,LZ_WEST,West Load Zone,DA,57.94,108.4217,122.4768,814.37,55.04,0.0579,-0.2897
2024-05-04,ERCOT_WEST,HB_SOUTH,South Hub,DA,-15.57,113.8609,105.0476,137.19,-14.79,0.0156,-0.0778
2024-05-04,ERCOT_WEST,HB_SOUTH,South Hub,RT,81.58,91.2045,83.6055,-619.92,77.5,0.0816,-0.4079
2024-05-04,ERCOT_WEST,HB_WEST,West Hub,DA,187.83,114.269,96.9868,-3246.19,178.44,0.1878,-0.9392
2024-05-04,ERCOT_WEST,HB_WEST,West Hub,CRR,110.59,109.7231,98.0408,-1291.9,105.06,0.1106,-0.5529
2024-05-04,ERCOT_WEST,LZ_HOUSTON,Houston Load Zone,RT,-294.31,32.7217,34.6924,-579.98,-279.59,0.2943,-1.4715
2024-05-04,ERCOT_WEST,LZ_HOUSTON,Houston Load Zone,CRR,127.59,114.9669,107.9908,-890.06,121.21,0.1276,-0.6379
2024-05-04,ERCOT_WEST,LZ_WEST,West Load Zone,CRR,264.87,98.3774,79.8212,-4915.03,251.63,0.2649,-1.3244
2024-05-04,ERCOT_HUB,LZ_NORTH,North Load Zone,DA,281.49,117.3948,103.3874,-3942.91,267.41,0.2815,-1.4074
2024-05-04,ERCOT_HUB,LZ_WEST,West Load Zone,RT,244.24,89.0769,81.5793,-1831.2,232.03,0.2442,-1.2212
2024-05-04,ERCOT_HUB,LZ_WEST,West Load Zone,CRR,-289.92,68.0691,62.475,1621.84,-275.42,0.2899,-1.4496
2024-05-04,ERCOT_HUB,HB_SOUTH,South Hub,DA,28.79,32.518,47.8244,440.74,27.35,0.0288,-0.144
2024-05-04,ERCOT_HUB,HB_SOUTH,South Hub,RT,252.59,76.4913,68.0882,-2122.54,239.96,0.2526,-1.2629
2024-05-04,ERCOT_HUB,HB_SOUTH,South Hub,CRR,102.62,61.5414,62.1834,65.88,97.49,0.1026,-0.5131
2024-05-04,ERCOT_HUB,BUS_BRAZOS,Brazos Valley Bus,RT,24.28,46.1827,62.0075,384.27,23.07,0.0243,-0.1214
2024-05-04,ERCOT_HUB,BUS_BRAZOS,Brazos Valley Bus,CRR,-23.79,93.361,86.681,158.94,-22.6,0.0238,-0.119
2024-05-04,ERCOT_CRR,HB_HOUSTON,Houston Hub,RT,-190.84,77.4604,79.0255,-298.68,-181.3,0.1908,-0.9542
2024-05-04,ERCOT_CRR,HB_HOUSTON,Houston Hub,CRR,249.01,106.7103,77.0471,-7386.41,236.56,0.249,-1.245
2024-05-04,ERCOT_CRR,HB_NORTH,North Hub,RT,-49.82,56.4534,67.0232,-526.59,-47.33,0.0498,-0.2491
2024-05-04,ERCOT_CRR,HB_WEST,West Hub,RT,-118.85,70.3222,58.5624,1397.6,-112.9,0.1188,-0.5942
2024-05-04,ERCOT_CRR,HB_WEST,West Hub,CRR,-123.2,93.6862,105.3477,-1436.72,-117.04,0.1232,-0.616
2024-05-04,ERCOT_CRR,LZ_NORTH,North Load Zone,DA,263.56,96.2288,99.1962,782.1,250.38,0.2636,-1.3178
2024-05-04,ERCOT_CRR,LZ_NORTH,North Load Zone,RT,193.71,66.878,57.1212,-1889.99,184.02,0.1937,-0.9685
2024-05-04,ERCOT_CRR,LZ_NORTH,North Load Zone,CRR,92.76,110.8123,103.242,-702.21,88.12,0.0928,-0.4638
2024-05-05,ERCOT_NORTH,HB_HOUSTON,Houston Hub,DA,-178.46,55.3451,62.1507,-1214.57,-169.54,0.1785,-0.8923
2024-05-05,ERCOT_NORTH,HB_HOUSTON,Houston Hub,RT,-266.77,39.078,56.5991,-4674.05,-253.43,0.2668,-1.3338
2024-05-05,ERCOT_NORTH,HB_HOUSTON,Houston Hub,CRR,-266.62,87.2031,95.2303,-2140.17,-253.28,0.2666,-1.3331
2024-05-05,ERCOT_NORTH,HB_SOUTH,South Hub,DA,-252.72,69.2755,31.5676,9529.67,-240.09,0.2527,-1.2636
2024-05-05,ERCOT_NORTH,HB_SOUTH,South Hub,RT,163.21,71.9109,58.6345,-2166.8,155.05,0.1632,-0.816
2024-05-05,ERCOT_NORTH,HB_SOUTH,South Hub,CRR,205.16,72.137,57.1499,-3074.81,194.91,0.2052,-1.0258
2024-05-05,ERCOT_NORTH,LZ_WEST,West Load Zone,DA,146.07,53.1709,68.6864,2266.33,138.77,0.1461,-0.7303
2024-05-05,ERCOT_NORTH,LZ_WEST,West Load Zone,RT,-203.65,44.76,26.241,3771.44,-193.47,0.2037,-1.0183
2024-05-05,ERCOT_NORTH,LZ_WEST,West Load Zone,CRR,-98.97,100.6547,116.1084,-1529.44,-94.02,0.099,-0.4948
2024-05-05,ERCOT_NORTH,HB_WEST,West Hub,DA,-232.54,40.8204,64.0357,-5398.48,-220.91,0.2325,-1.1627
2024-05-05,ERCOT_NORTH,HB_WEST,West Hub,RT,-236.79,102.7045,107.7286,-1189.66,-224.95,0.2368,-1.184
2024-05-05,ERCOT_NORTH,HB_WEST,West Hub,CRR,240.13,82.9193,80.2387,-643.7,228.12,0.2401,-1.2007
2024-05-05,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,DA,34.69,34.3614,22.78,-401.72,32.95,0.0347,-0.1734
2024-05-05,ERCOT_SOUTH,HB_HOUSTON,Houston Hub,RT,130.87,39.7231,32.6443,-926.41,124.33,0.1309,-0.6544
2024-05-05,ERCOT_SOUTH,LZ_WEST,West Load Zone,DA,-106.1,83.1403,69.7468,1421.06,-100.8,0.1061,-0.5305
2024-05-05,ERCOT_SOUTH,LZ_WEST,West Load Zone,RT,-190.89,98.9638,126.0021,-5161.28,-181.34,0.1909,-0.9544
2024-05-05,ERCOT_SOUTH,LZ_WEST,West Load Zone,CRR,-117.71,50.1497,37.4469,1495.29,-111.83,0.1177,-0.5886
2024-05-05,ERCOT_SOUTH,LZ_SOUTH,South Load Zone,DA,238.05,43.4107,36.351,-1680.55,226.15,0.238,-1.1902
2024-05-05,ERCOT_SOUTH,LZ_SOUTH,South Load Zone,RT,-18.62,74.0557,78.8337,-88.95,-17.68,0.0186,-0.0931
2024-05-05,ERCOT_SOUTH,LZ_SOUTH,South Load Zone,CRR,-152.71,51.1761,62.9435,-1796.97,-145.07,0.1527,-0.7635
2024-05-05,ERCOT_SOUTH,BUS_BRAZOS,Brazos Valley Bus,DA,137.09,42.8948,4.0167,-5329.82,130.24,0.1371,-0.6855
2024-05-05,ERCOT_SOUTH,BUS_BRAZOS,Brazos Valley Bus,RT,-253.47,53.5835,57.29,-939.5,-240.8,0.2535,-1.2674
2024-05-05,ERCOT_SOUTH,BUS_BRAZOS,Brazos Valley Bus,CRR,235.66,54.6295,43.0345,-2732.52,223.88,0.2357,-1.1783
2024-05-05,ERCOT_WEST,HB_HOUSTON,Houston Hub,RT,-24.76,70.8521,65.2196,139.45,-23.52,0.0248,-0.1238
2024-05-05,ERCOT_WEST,HB_HOUSTON,Houston Hub,CRR,107.87,107.4057,104.9109,-269.11,102.47,0.1079,-0.5393
2024-05-05,ERCOT_WEST,LZ_SOUTH,South Load Zone,DA,179.75,54.1535,61.9258,1397.03,170.76,0.1797,-0.8987
2024-05-05,ERCOT_WEST,LZ_NORTH,North Load Zone,DA,191.47,72.2343,60.6555,-2217.0,181.9,0.1915,-0.9574
2024-05-05,ERCOT_WEST,LZ_NORTH,North Load Zone,RT,-3.25,87.8184,83.2868,14.73,-3.09,0.0033,-0.0163
2024-05-05,ERCOT_WEST,LZ_NORTH,North Load Zone,CRR,-119.06,79.351,78.2439,131.8,-113.1,0.1191,-0.5953
2024-05-05,ERCOT_WEST,BUS_SABINE,Sabine Bus,DA,105.08,33.1007,45.1375,1264.89,99.83,0.1051,-0.5254
2024-05-05,ERCOT_WEST,BUS_SABINE,Sabine Bus,CRR,50.9,47.7337,47.1171,-31.39,48.36,0.0509,-0.2545
