date,constraint_id,shadow_price,flow_mw,limit_mw,cause
2025-01-17,CORYCELL_138KV,117.41528269053026,1190.698192829328,2799.9125693989054,Planned Maintenance
2025-01-17,LAMAR_345,142.49386162217894,1694.5314054309667,2437.9409272752227,Thermal Limit
2025-01-18,DCKT_NORTHSOUTH_345,105.05608733155427,1677.5211928357498,2649.3779966979637,Thermal Limit
2025-01-18,CORYCELL_138KV,81.56604769125127,1820.5207722911014,2254.0418862964752,Thermal Limit
2025-01-18,LAMAR_345,23.849500555453464,1502.7023484119386,2362.006602685915,Thermal Limit
2025-01-19,DCKT_NORTHSOUTH_345,22.132674409110763,1883.5263224083344,2575.537770000117,Planned Maintenance
2025-01-19,CORYCELL_138KV,50.876712118176165,1441.369037608431,2300.429880395633,Thermal Limit
2025-01-19,LAMAR_345,107.04221399294707,1375.5221077137162,2257.2891199972246,Wind Curtailment
2025-01-20,DCKT_NORTHSOUTH_345,100.59078743288268,1026.799100304823,2745.566517396864,Planned Maintenance
2025-01-20,CORYCELL_138KV,54.09257626432184,1695.6618820508743,2271.008653131156,Wind Curtailment
2025-01-20,LAMAR_345,183.5796122148369,1595.8657281016538,2141.494473258612,Thermal Limit
2025-01-21,DCKT_NORTHSOUTH_345,155.116108390673,1329.874787360658,2625.761609782372,Wind Curtailment
2025-01-21,CORYCELL_138KV,85.34882122474288,900.1750603204915,2270.287801550161,Outage
2025-01-21,LAMAR_345,178.37834816224787,944.5577379022262,2415.128903165093,Thermal Limit
2025-01-22,DCKT_NORTHSOUTH_345,217.79541063600678,931.6303753473601,2178.0899237761428,Planned Maintenance
2025-01-22,CORYCELL_138KV,65.23369687455289,1231.9392043025755,2147.960904884688,Wind Curtailment
2025-01-22,LAMAR_345,89.33093069659611,982.8242101538224,2422.311970214152,Planned Maintenance
2025-01-23,DCKT_NORTHSOUTH_345,218.54414168300337,1789.9684141526875,2335.961839542631,Thermal Limit
2025-01-23,CORYCELL_138KV,43.265927117612605,1834.248038555065,2454.147658852402,Planned Maintenance
2025-01-23,LAMAR_345,30.823491481865204,1785.2844243195445,2776.0482786821412,Wind Curtailment
2025-01-24,DCKT_NORTHSOUTH_345,121.80318786312301,1500.1831792006255,2385.1718003735605,Wind Curtailment
2025-01-24,CORYCELL_138KV,111.02796607761466,1485.8087082482143,2521.8599726200027,Outage
2025-01-24,LAMAR_345,31.049193130722678,1824.562699447202,2168.3167676112125,Outage
2025-01-25,DCKT_NORTHSOUTH_345,74.45738471936272,1267.2543847633763,2720.14232349639,Wind Curtailment
2025-01-25,CORYCELL_138KV,100.88201596716708,871.6959670695171,2664.1027724110772,Outage
2025-01-25,LAMAR_345,183.55297242054547,1340.952130682443,2465.6849039154067,Thermal Limit
2025-01-26,DCKT_NORTHSOUTH_345,160.1076826015532,1436.7670320257082,2228.3638119936413,Wind Curtailment
2025-01-26,CORYCELL_138KV,202.4779608842022,1431.8699667272058,2398.164943571387,Wind Curtailment
2025-01-26,LAMAR_345,83.1624870784508,982.8546914377455,2308.1687971360534,Wind Curtailment
2025-01-27,DCKT_NORTHSOUTH_345,78.42257661260258,1700.9249193278752,2796.161728775228,Planned Maintenance
2025-01-27,CORYCELL_138KV,109.95224865944631,1641.7619456619364,2443.5868019733953,Thermal Limit
2025-01-27,LAMAR_345,16.54326806596032,1064.3308737904258,2395.5631734895014,Thermal Limit
2025-01-28,DCKT_NORTHSOUTH_345,57.50061805679766,1433.9136716862595,2218.3408212769764,Thermal Limit
2025-01-28,CORYCELL_138KV,58.35157759430196,1708.8774399898793,2267.376264558668,Thermal Limit
2025-01-28,LAMAR_345,27.523456787438285,808.8373164203039,2598.111399931462,Wind Curtailment
2025-01-29,DCKT_NORTHSOUTH_345,108.30179139335468,1116.428027809135,2474.4365328023064,Outage
2025-01-29,CORYCELL_138KV,200.63164208788277,1342.8435479163807,2350.6219188932932,Thermal Limit
2025-01-29,LAMAR_345,15.826235389569788,1771.7863402576654,2307.9095801142216,Thermal Limit
2025-01-30,DCKT_NORTHSOUTH_345,143.8250066760127,1718.812360351153,2240.5181723705487,Outage
2025-01-30,CORYCELL_138KV,195.26320715859882,973.6414025400381,2123.7285249994534,Wind Curtailment
2025-01-30,LAMAR_345,37.04182603708159,1332.153177807359,2784.0049780251693,Wind Curtailment
2025-01-31,DCKT_NORTHSOUTH_345,203.03794804121645,1150.3322155497858,2627.177245637441,Wind Curtailment
2025-01-31,CORYCELL_138KV,182.79693691027651,1261.648708504257,2749.509570579799,Wind Curtailment
2025-01-31,LAMAR_345,58.98712570734337,1421.7185335669417,2388.7856064760017,Outage
2025-02-01,DCKT_NORTHSOUTH_345,200.5954329968026,1374.2416487772489,2708.5679252206405,Planned Maintenance
2025-02-01,CORYCELL_138KV,179.82323618101256,962.8108353483107,2279.3749453368696,Outage
2025-02-01,LAMAR_345,37.834764051770655,939.941341114737,2456.884369735289,Thermal Limit
2025-02-02,DCKT_NORTHSOUTH_345,185.2728867078401,949.8092428695619,2241.7356078978387,Wind Curtailment
2025-02-02,CORYCELL_138KV,126.14750243337244,1767.4815253827862,2639.236015735065,Thermal Limit
2025-02-02,LAMAR_345,182.27178124275554,822.9256581241225,2448.3214048531395,Planned Maintenance
2025-02-03,DCKT_NORTHSOUTH_345,141.62132435761225,1032.7653286300645,2475.391056876347,Wind Curtailment
2025-02-03,CORYCELL_138KV,95.33068673869877,1899.2755448353357,2701.618240792496,Planned Maintenance
2025-02-03,LAMAR_345,138.2337962541617,875.9245332178674,2617.4521922265426,Thermal Limit
2025-02-04,DCKT_NORTHSOUTH_345,145.41705183602753,841.7696649840026,2776.386169712857,Outage
2025-02-04,CORYCELL_138KV,172.0722602553175,1245.4287234538908,2383.735199427851,Planned Maintenance
2025-02-04,LAMAR_345,185.28976050024062,973.8806472431477,2423.0183057298327,Outage
2025-02-05,DCKT_NORTHSOUTH_345,150.95818711999965,1450.6280825665344,2530.7370800318477,Thermal Limit
2025-02-05,CORYCELL_138KV,217.8778828589435,1189.3681223053472,2417.31871604593,Thermal Limit
2025-02-05,LAMAR_345,174.60294246368193,1040.3148245081238,2393.7307657678057,Thermal Limit
2025-02-06,DCKT_NORTHSOUTH_345,201.70682476194426,1948.3919739425348,2338.4002193509655,Thermal Limit
2025-02-06,CORYCELL_138KV,80.4963383397532,1192.2697408320719,2682.318953528965,Thermal Limit
2025-02-06,LAMAR_345,79.8266235830809,1537.1574159355196,2473.4425545498893,Wind Curtailment
2025-02-07,DCKT_NORTHSOUTH_345,89.27869062435545,1805.2299957764358,2525.182190424297,Wind Curtailment
2025-02-07,CORYCELL_138KV,105.14183931464241,1860.7452261781343,2242.8528737422816,Outage
2025-02-07,LAMAR_345,212.08702768054613,1271.6463987707648,2276.243536287806,Planned Maintenance
2025-02-08,DCKT_NORTHSOUTH_345,30.073899965175144,1922.57969666096,2337.8552458945605,Planned Maintenance
2025-02-08,CORYCELL_138KV,117.18093383719044,1633.250116158303,2425.758283415715,Wind Curtailment
2025-02-08,LAMAR_345,48.037906933499066,1470.7671140138264,2130.7491125276783,Thermal Limit
2025-02-09,DCKT_NORTHSOUTH_345,181.23313991093698,1597.2712326183473,2721.8739531111714,Thermal Limit
2025-02-09,CORYCELL_138KV,21.384574942247422,1214.1584391168312,2732.598578117125,Wind Curtailment
2025-02-09,LAMAR_345,108.30457271893856,1288.0661912622877,2563.175944036642,Thermal Limit
2025-02-10,DCKT_NORTHSOUTH_345,95.92190969988155,1474.2094118267148,2321.2369839091452,Planned Maintenance
2025-02-10,CORYCELL_138KV,33.89710295016232,1175.8592488411373,2369.722813263582,Thermal Limit
2025-02-10,LAMAR_345,92.22738480363955,1684.133502788719,2613.83569920976,Thermal Limit
2025-02-11,DCKT_NORTHSOUTH_345,180.85125209525754,1088.7498207221063,2300.403703836191,Planned Maintenance
2025-02-11,CORYCELL_138KV,43.18230394173223,1716.3263362801363,2526.2426158291246,Planned Maintenance
2025-02-11,LAMAR_345,216.61868004191678,974.9809384520408,2734.389754697948,Wind Curtailment
2025-02-12,DCKT_NORTHSOUTH_345,26.983140751694137,1049.999497937437,2387.313482440448,Thermal Limit
2025-02-12,CORYCELL_138KV,74.26606849725422,1666.0580086109524,2510.9341347739974,Outage
2025-02-12,LAMAR_345,173.85431841053477,1102.6127951939015,2750.0128509481583,Planned Maintenance
2025-02-13,DCKT_NORTHSOUTH_345,88.29186298312095,1714.7033896941618,2338.407096136278,Planned Maintenance
2025-02-13,CORYCELL_138KV,113.4724653279404,1701.450496154525,2631.7478218591355,Planned Maintenance
2025-02-13,LAMAR_345,53.26499484320166,1095.8964251059895,2628.5852991270767,Planned Maintenance
2025-02-14,DCKT_NORTHSOUTH_345,161.67665584203678,884.0431685471467,2749.9466356637777,Planned Maintenance
2025-02-14,CORYCELL_138KV,51.806030646648765,991.3146684785297,2701.012523428204,Planned Maintenance
2025-02-14,LAMAR_345,188.98987490233011,1665.4057377377585,2624.1797285095195,Wind Curtailment
2025-02-15,DCKT_NORTHSOUTH_345,125.5974067856888,1774.0433363187533,2545.560799672981,Thermal Limit
2025-02-15,CORYCELL_138KV,127.37214994000044,1240.5138388929272,2268.8318036987102,Outage
2025-02-15,LAMAR_345,206.36987640962226,988.8516559262966,2569.4540708675713,Outage
2025-02-16,DCKT_NORTHSOUTH_345,173.46491415718606,886.7902117993756,2293.510426306285,Outage
2025-02-16,CORYCELL_138KV,167.34359472592445,1048.1884289709265,2408.0137237493327,Thermal Limit
2025-02-16,LAMAR_345,190.89823407324053,1926.6375900876599,2596.789045784062,Outage
2025-02-17,DCKT_NORTHSOUTH_345,33.822543180046935,995.8139691250265,2572.425973359869,Thermal Limit
2025-02-17,CORYCELL_138KV,163.83909440416406,899.0920561173779,2380.83936502055,Thermal Limit
2025-02-17,LAMAR_345,62.80762218600776,1703.2945513740888,2227.8729801832396,Thermal Limit
2025-02-18,DCKT_NORTHSOUTH_345,72.59399984939833,1507.7232197290477,2438.899717860976,Thermal Limit
2025-02-18,CORYCELL_138KV,18.104958132445695,1415.0445533881527,2288.981044330578,Outage
2025-02-18,LAMAR_345,198.2128179653438,1315.030434750206,2278.804135085333,Thermal Limit
2025-02-19,DCKT_NORTHSOUTH_345,166.51815108214353,1607.117480641199,2328.7555098125954,Wind Curtailment
2025-02-19,CORYCELL_138KV,43.553861882780225,1603.1082426555395,2594.3664309399373,Planned Maintenance
2025-02-19,LAMAR_345,82.22425667973467,1288.0897932563441,2448.1000823774884,Planned Maintenance
2025-02-20,DCKT_NORTHSOUTH_345,113.38623774805183,1069.3620217861003,2361.2196837769,Planned Maintenance
2025-02-20,CORYCELL_138KV,116.25171035975148,1767.452974431144,2730.4163699366236,Wind Curtailment
2025-02-20,LAMAR_345,137.10905785244546,989.3156479909029,2594.7464720088983,Planned Maintenance
2025-02-21,DCKT_NORTHSOUTH_345,111.79766049435031,1414.107260554734,2446.2569791318933,Outage
2025-02-21,CORYCELL_138KV,147.97228971209293,1596.575232880341,2394.9018539804483,Outage
2025-02-21,LAMAR_345,196.19351317578406,1534.7085097460554,2673.2277818523476,Wind Curtailment
2025-02-22,DCKT_NORTHSOUTH_345,96.60487382023327,1511.6134801173707,2221.047145749229,Wind Curtailment
2025-02-22,CORYCELL_138KV,194.72573847512598,1561.882124417975,2564.907747806007,Wind Curtailment
2025-02-22,LAMAR_345,60.020094280405544,1807.0031539468832,2114.7107092286487,Wind Curtailment
2025-02-23,DCKT_NORTHSOUTH_345,39.88317163776547,1220.2014566343578,2104.872499144164,Planned Maintenance
2025-02-23,CORYCELL_138KV,64.07726580536982,1521.551982654369,2752.248585210699,Thermal Limit
2025-02-23,LAMAR_345,57.35149428080497,1601.5116828995483,2459.79200476882,Planned Maintenance
2025-02-24,DCKT_NORTHSOUTH_345,216.9412121071626,1478.8755365712111,2320.582197894543,Wind Curtailment
2025-02-24,CORYCELL_138KV,93.11601392120521,1838.4530384691677,2656.2873430135323,Outage
2025-02-24,LAMAR_345,148.55202013161028,1552.9955760906303,2789.3796041830474,Wind Curtailment
2025-02-25,DCKT_NORTHSOUTH_345,157.69079386262257,1288.0934394890928,2124.089653993674,Wind Curtailment
2025-02-25,CORYCELL_138KV,106.26776765991193,1772.425166315837,2126.57248597257,Planned Maintenance
2025-02-25,LAMAR_345,60.832205631590675,1363.0031972929137,2698.3474366546116,Thermal Limit
2025-02-26,DCKT_NORTHSOUTH_345,104.81009276518655,1409.6877649900312,2489.7003598351575,Planned Maintenance
2025-02-26,CORYCELL_138KV,112.12098169281997,1469.6214296255894,2717.9192192194573,Wind Curtailment
2025-02-26,LAMAR_345,210.57157643371255,1171.2023902085891,2586.2501538816614,Outage
2025-02-27,DCKT_NORTHSOUTH_345,131.56785953240234,1630.920807484341,2429.409956085366,Thermal Limit
2025-02-27,CORYCELL_138KV,213.82388409491554,912.8451151802645,2212.9421473706034,Wind Curtailment
2025-02-27,LAMAR_345,133.22609305004605,1799.176581830221,2372.902802880323,Outage
2025-02-28,DCKT_NORTHSOUTH_345,44.72459319955594,1667.7184150934668,2651.0015647910914,Outage
2025-02-28,CORYCELL_138KV,93.797210836126,1206.6765722378582,2263.742284731315,Outage
2025-02-28,LAMAR_345,177.4242318171736,1060.3520707812843,2598.6565457936485,Thermal Limit
2025-03-01,DCKT_NORTHSOUTH_345,101.43256491438682,1246.0826373610726,2273.1412053886675,Thermal Limit
2025-03-01,CORYCELL_138KV,35.445438192531654,1725.8104641042005,2424.4740647141243,Wind Curtailment
2025-03-01,LAMAR_345,34.695612920555945,836.3064121137576,2159.8024030176316,Planned Maintenance
2025-03-02,DCKT_NORTHSOUTH_345,63.598274991909534,1338.1128954260898,2418.4989211165266,Planned Maintenance
2025-03-02,CORYCELL_138KV,130.7782156493613,1092.2267448015195,2528.8917810163293,Thermal Limit
2025-03-02,LAMAR_345,185.18177030543396,1806.194109908015,2494.3226291271376,Wind Curtailment
2025-03-03,DCKT_NORTHSOUTH_345,124.41111351157147,1275.917809979434,2384.526560077415,Wind Curtailment
2025-03-03,CORYCELL_138KV,167.94647926792305,1602.5830770627042,2358.786693016107,Wind Curtailment
2025-03-03,LAMAR_345,147.34658622888136,1211.5763638831277,2292.779130233116,Planned Maintenance
2025-03-04,DCKT_NORTHSOUTH_345,122.44033295433196,1179.1546183967444,2636.972845995185,Thermal Limit
2025-03-04,CORYCELL_138KV,59.03562509485901,1174.7538052945367,2647.8466683845727,Wind Curtailment
2025-03-04,LAMAR_345,196.04955063617166,1579.900802840853,2438.1192849536455,Planned Maintenance
2025-03-05,DCKT_NORTHSOUTH_345,71.52165641512534,1908.8770276083594,2367.79323542617,Planned Maintenance
2025-03-05,CORYCELL_138KV,66.82808564086386,1039.3664669825043,2546.196080611896,Planned Maintenance
2025-03-05,LAMAR_345,67.84851302336807,1540.4864198666514,2490.41262546662,Wind Curtailment
2025-03-06,DCKT_NORTHSOUTH_345,34.61551691337864,1105.2495974453577,2567.078826486761,Thermal Limit
2025-03-06,CORYCELL_138KV,117.22407838544902,1431.7525601925497,2314.210872547471,Outage
2025-03-06,LAMAR_345,82.14370898045004,1422.8386782672292,2651.844691500967,Wind Curtailment
2025-03-07,DCKT_NORTHSOUTH_345,121.99810611761998,1317.5529222663793,2321.719967596463,Outage
2025-03-07,CORYCELL_138KV,107.88865313355029,1373.440769627477,2393.106290312262,Planned Maintenance
2025-03-07,LAMAR_345,121.55732019242024,1812.2658203684034,2192.6959097435465,Planned Maintenance
2025-03-08,DCKT_NORTHSOUTH_345,76.01893713698459,901.895203973483,2698.7585256050434,Thermal Limit
2025-03-08,CORYCELL_138KV,182.10331317034957,1754.8256121754796,2550.9916224596905,Planned Maintenance
2025-03-08,LAMAR_345,124.50956518785287,1331.6603309789439,2264.7009411532895,Planned Maintenance
2025-03-09,DCKT_NORTHSOUTH_345,57.72910713658378,1183.6331410549406,2696.202637661618,Planned Maintenance
2025-03-09,CORYCELL_138KV,199.86975855142387,1003.7178706049231,2593.3551055874086,Thermal Limit
2025-03-09,LAMAR_345,37.43829567089945,1737.027427378463,2409.5261788515745,Planned Maintenance
2025-03-10,DCKT_NORTHSOUTH_345,165.35406858483478,1480.848566266538,2792.8899819038306,Wind Curtailment
2025-03-10,CORYCELL_138KV,154.08192297800858,1637.6320790428022,2336.046825042725,Planned Maintenance
2025-03-10,LAMAR_345,29.93607912690001,1162.2077450497068,2169.6846967155825,Planned Maintenance
2025-03-11,DCKT_NORTHSOUTH_345,199.80906114581717,1251.903151635543,2613.421333867583,Planned Maintenance
2025-03-11,CORYCELL_138KV,79.84404646526357,1850.69028814898,2629.9343278440538,Planned Maintenance
2025-03-11,LAMAR_345,166.88347820099338,1905.359628252989,2141.275574224883,Wind Curtailment
2025-03-12,DCKT_NORTHSOUTH_345,71.78532509942272,1650.818505811215,2673.593385402721,Wind Curtailment
2025-03-12,CORYCELL_138KV,122.76680734524697,1661.8399175835343,2643.159059711445,Wind Curtailment
2025-03-12,LAMAR_345,214.3283908314774,1598.5603186304281,2750.7174602779096,Outage
2025-03-13,DCKT_NORTHSOUTH_345,140.20916402297698,1475.29142656166,2182.984385787022,Wind Curtailment
2025-03-13,CORYCELL_138KV,75.74616609939963,1484.3400794302388,2520.5666907966306,Wind Curtailment
2025-03-13,LAMAR_345,108.96731501358732,1908.3733239185628,2253.5957791363585,Thermal Limit
2025-03-14,DCKT_NORTHSOUTH_345,153.58843597170537,1663.5482557873625,2379.6093671357235,Outage
2025-03-14,CORYCELL_138KV,106.2637235807918,1553.642490510898,2285.563580371702,Wind Curtailment
2025-03-14,LAMAR_345,201.70345528490094,1017.4300433111491,2414.5083914028346,Thermal Limit
2025-03-15,DCKT_NORTHSOUTH_345,192.82945096128043,1923.6350709746403,2179.013429894661,Wind Curtailment
2025-03-15,CORYCELL_138KV,45.09608627690733,1398.3373751826389,2312.4608555015016,Thermal Limit
2025-03-15,LAMAR_345,175.9128832829958,1885.270214208108,2149.643110075904,Outage
2025-03-16,DCKT_NORTHSOUTH_345,208.19505695154803,1620.5911682072351,2444.282391635813,Planned Maintenance
2025-03-16,CORYCELL_138KV,79.96618599687288,846.0929651887552,2307.6782467537187,Wind Curtailment
2025-03-16,LAMAR_345,63.8350413606708,1419.8448247182075,2513.2159862703334,Thermal Limit
2025-03-17,DCKT_NORTHSOUTH_345,16.965692992910288,1826.584436396104,2419.5123269941178,Planned Maintenance
2025-03-17,CORYCELL_138KV,38.70977428666495,859.5477883346946,2270.697162697376,Wind Curtailment
2025-03-17,LAMAR_345,211.98717954644226,1796.7366828754707,2172.058153017151,Thermal Limit
2025-03-18,DCKT_NORTHSOUTH_345,95.17993368619516,1505.399986054152,2627.321681884926,Planned Maintenance
2025-03-18,CORYCELL_138KV,94.4050155890231,851.2063513236179,2543.192787860042,Thermal Limit
2025-03-18,LAMAR_345,69.66917818892821,1229.6380802689719,2123.050997423692,Wind Curtailment
2025-03-19,DCKT_NORTHSOUTH_345,48.632076690238556,834.6961833806089,2792.5558919794303,Planned Maintenance
2025-03-19,CORYCELL_138KV,119.30198914439397,801.9737424197921,2549.743192218334,Planned Maintenance
2025-03-19,LAMAR_345,163.25346959977003,1830.888898937853,2245.026550715524,Planned Maintenance
2025-03-20,DCKT_NORTHSOUTH_345,127.91304338824011,1660.865046008591,2688.347811151783,Outage
2025-03-20,CORYCELL_138KV,22.26729857513524,1132.8928082218927,2717.4705052646523,Wind Curtailment
2025-03-20,LAMAR_345,179.71127639755176,930.7671101594594,2501.579777753926,Planned Maintenance
2025-03-21,DCKT_NORTHSOUTH_345,205.97680109732985,862.5974693078965,2719.900538513336,Thermal Limit
2025-03-21,CORYCELL_138KV,105.2772318655213,1854.8056803247284,2120.4202343962957,Outage
2025-03-21,LAMAR_345,90.12523332393043,1519.3903800216099,2761.6166978171614,Wind Curtailment
2025-03-22,DCKT_NORTHSOUTH_345,62.1200721639797,984.642720814635,2140.0425298608548,Planned Maintenance
2025-03-22,CORYCELL_138KV,76.88341146664237,1583.6812579651382,2549.6730447723066,Wind Curtailment
2025-03-22,LAMAR_345,147.11173905591858,1948.7243235524288,2342.12624585786,Wind Curtailment
2025-03-23,DCKT_NORTHSOUTH_345,172.87995621188927,1706.231533449372,2127.518646012316,Planned Maintenance
2025-03-23,CORYCELL_138KV,83.10422595120461,1313.5121530365532,2750.501814854626,Planned Maintenance
2025-03-23,LAMAR_345,84.63288779248042,1736.3031712065927,2194.750361478785,Planned Maintenance
2025-03-24,DCKT_NORTHSOUTH_345,107.47577053898988,1655.9526841969746,2697.620931196785,Thermal Limit
2025-03-24,CORYCELL_138KV,49.891569186537374,901.9511774630711,2331.2415063111785,Outage
2025-03-24,LAMAR_345,205.07767857629958,1864.5511191009577,2618.81480191608,Outage
2025-03-25,DCKT_NORTHSOUTH_345,159.61849403295756,1816.718735130693,2277.954552865697,Outage
2025-03-25,CORYCELL_138KV,103.88460279626244,1479.1434514576272,2508.4037564093596,Outage
2025-03-25,LAMAR_345,40.065864937233556,1384.3715865648596,2659.6876650014574,Planned Maintenance
2025-03-26,DCKT_NORTHSOUTH_345,189.0092373860569,1061.9025824737423,2496.3258812310924,Thermal Limit
2025-03-26,CORYCELL_138KV,114.16144072024481,1759.6265730514706,2314.586794550076,Outage
2025-03-26,LAMAR_345,178.36099123073097,1296.6693710173824,2263.405013737863,Outage
2025-03-27,DCKT_NORTHSOUTH_345,21.845787886424027,1466.20269489283,2222.3639177472282,Planned Maintenance
2025-03-27,CORYCELL_138KV,71.09908973780074,995.600607718025,2687.1687654302727,Wind Curtailment
2025-03-27,LAMAR_345,142.52955222173784,1045.8961719190015,2527.6598375940143,Wind Curtailment
2025-03-28,DCKT_NORTHSOUTH_345,115.02428085167213,1932.9815228579287,2456.074547330216,Outage
2025-03-28,CORYCELL_138KV,75.48975548520933,1368.0999653820354,2274.706478680115,Planned Maintenance
2025-03-28,LAMAR_345,56.23169868254279,1738.1043101639361,2403.6272739784695,Planned Maintenance
2025-03-29,DCKT_NORTHSOUTH_345,76.87173247584892,1754.1895029157486,2534.043965848259,Planned Maintenance
2025-03-29,CORYCELL_138KV,167.17957717974465,1928.7368801807672,2150.317157458433,Wind Curtailment
2025-03-29,LAMAR_345,52.66000685276762,1930.3396178069618,2352.5004556059603,Wind Curtailment
2025-03-30,DCKT_NORTHSOUTH_345,136.73170756665252,1325.4987309201197,2267.6525562234706,Wind Curtailment
2025-03-30,CORYCELL_138KV,101.85457085369535,1892.868434145905,2552.5604343835244,Planned Maintenance
2025-03-30,LAMAR_345,171.42277029145205,1220.272582405536,2524.3883055733954,Planned Maintenance
2025-03-31,DCKT_NORTHSOUTH_345,56.33179713687853,1498.7849958966626,2309.5908462516195,Wind Curtailment
