datetime,forecasted_load_mw,actual_load_mw
2025-01-11 06:00:00,56160.12680804499,51678.68706763185
2025-01-11 07:00:00,58071.54392953574,33532.420188699856
2025-01-11 08:00:00,51971.732560506425,38236.18981121189
2025-01-11 09:00:00,44691.873548549374,50987.31974769835
2025-01-11 10:00:00,43908.178913674965,46929.817064313516
2025-01-11 11:00:00,51705.62639028742,52508.03208730842
2025-01-11 12:00:00,54122.36778344538,41675.11219989596
2025-01-11 13:00:00,38278.33094927477,43452.10508158076
2025-01-11 14:00:00,67084.25640452065,57654.233465363686
2025-01-11 15:00:00,51418.21473256319,54072.448162407585
2025-01-11 16:00:00,54715.00228234372,35590.34229492286
2025-01-11 17:00:00,51705.303947507426,33606.19108798718
2025-01-11 18:00:00,39618.74823871514,39690.03122509422
2025-01-11 19:00:00,44467.288358526035,43498.270281949655
2025-01-11 20:00:00,41797.93785279096,56474.46469363944
2025-01-11 21:00:00,34488.68336569108,37902.62473166725
2025-01-11 22:00:00,38207.405108534396,54768.30403893482
2025-01-11 23:00:00,62077.28523127662,45310.40296710102
2025-01-12 00:00:00,46270.02647649105,47300.008569726444
2025-01-12 01:00:00,54953.00418880397,44771.889156658544
2025-01-12 02:00:00,43474.98040459881,51332.37398697624
2025-01-12 03:00:00,42270.77221996076,56917.1266905854
2025-01-12 04:00:00,59920.51705978539,42376.540920959436
2025-01-12 05:00:00,46529.94322864077,57908.43751933677
2025-01-12 06:00:00,46206.782270659205,55693.320369631016
2025-01-12 07:00:00,50104.88531208221,46078.407164348944
2025-01-12 08:00:00,53063.81716061836,42971.93477205484
2025-01-12 09:00:00,43721.09783314163,60420.61323069946
2025-01-12 10:00:00,30519.448629704257,46163.88872193653
2025-01-12 11:00:00,57251.77516353743,46811.05437759784
2025-01-12 12:00:00,51439.429622093085,52079.13506331235
2025-01-12 13:00:00,40937.83606297311,55052.20479260806
2025-01-12 14:00:00,46704.98528484273,59949.58746120688
2025-01-12 15:00:00,58590.13251647903,52943.51804020816
2025-01-12 16:00:00,60630.15019995917,49751.81715546232
2025-01-12 17:00:00,45345.88528386933,50485.90294912893
2025-01-12 18:00:00,59973.00025884188,37978.13766526586
2025-01-12 19:00:00,48004.97230772596,45919.67645495488
2025-01-12 20:00:00,42124.50474753137,40171.473305898355
2025-01-12 21:00:00,43774.09286892646,55531.15061016847
2025-01-12 22:00:00,62206.039096417735,42977.66368290882
2025-01-12 23:00:00,52636.26660673684,58177.508630004886
2025-01-13 00:00:00,40412.93959730188,44425.903521295004
2025-01-13 01:00:00,56245.614480665085,42800.68281155453
2025-01-13 02:00:00,56559.319855600246,42218.895521013605
2025-01-13 03:00:00,44678.13327636628,36406.067096425475
2025-01-13 04:00:00,51736.00118969922,41398.7116144924
2025-01-13 05:00:00,59343.61494824388,42219.81104106695
2025-01-13 06:00:00,38716.08548052238,56892.27662321821
2025-01-13 07:00:00,33509.093880961555,46031.99469133709
2025-01-13 08:00:00,42608.940467376764,46864.22094077565
2025-01-13 09:00:00,33932.44690448314,45051.627841699185
2025-01-13 10:00:00,38037.269637143196,57300.608729892585
2025-01-13 11:00:00,57140.73088826734,49964.3012278053
2025-01-13 12:00:00,41230.08956508926,40694.34658532949
2025-01-13 13:00:00,47457.525860165864,37360.11382191874
2025-01-13 14:00:00,53800.32129441296,44096.41107185369
2025-01-13 15:00:00,57482.05797384385,58792.03371866317
2025-01-13 16:00:00,50787.62275827686,47241.14494546143
2025-01-13 17:00:00,30887.514541141674,58394.126365153315
2025-01-13 18:00:00,47583.14416966203,63118.04010253486
2025-01-13 19:00:00,54141.637448847265,65090.68097800388
2025-01-13 20:00:00,49338.47410930938,45760.507141963266
2025-01-13 21:00:00,52382.43228553456,41310.3801204145
2025-01-13 22:00:00,42617.16179266229,55140.55723827265
2025-01-13 23:00:00,48756.15707242052,39123.94717522466
2025-01-14 00:00:00,53287.19992048024,48623.00125776898
2025-01-14 01:00:00,59401.92063679276,40871.79007930504
2025-01-14 02:00:00,42894.97243453348,44904.274635480215
2025-01-14 03:00:00,42719.121358620614,47654.564329266905
2025-01-14 04:00:00,60662.788661026745,44566.41717988347
2025-01-14 05:00:00,45299.97915403218,54780.18764055544
2025-01-14 06:00:00,49781.68645050319,50529.35051404589
2025-01-14 07:00:00,50099.63360399624,40215.97568498614
2025-01-14 08:00:00,47962.64563000694,40965.72598813394
2025-01-14 09:00:00,63539.259441057715,42981.27749471747
2025-01-14 10:00:00,46166.61172103917,59513.39129386826
2025-01-14 11:00:00,54326.38615119806,54715.57160178721
2025-01-14 12:00:00,44660.29495226459,31605.93508637253
2025-01-14 13:00:00,62922.995314850836,51060.550731904834
2025-01-14 14:00:00,41430.15607305583,69864.41503644545
2025-01-14 15:00:00,52946.88913234422,51182.11295125256
2025-01-14 16:00:00,29258.84798197446,47825.30530554601
2025-01-14 17:00:00,45651.210860056926,43118.99585101828
2025-01-14 18:00:00,52453.920320008896,40030.62062979283
2025-01-14 19:00:00,36378.904089171374,50747.681438511194
2025-01-14 20:00:00,45014.977087230895,31361.80079779248
2025-01-14 21:00:00,73614.3027069732,42779.07597454348
2025-01-14 22:00:00,39450.131849293655,48228.60932687608
2025-01-14 23:00:00,50178.97464903946,57906.503935649605
2025-01-15 00:00:00,36270.57790164937,35541.77678647362
2025-01-15 01:00:00,39339.58684071096,44769.94117930062
2025-01-15 02:00:00,51423.11708061018,53811.08247425925
2025-01-15 03:00:00,46215.430182445714,46850.560780849344
2025-01-15 04:00:00,41491.189767663906,59509.998217317625
2025-01-15 05:00:00,44266.94116229701,53146.18337608036
2025-01-15 06:00:00,56868.523158098826,41617.06083371318
2025-01-15 07:00:00,46161.19361416435,48728.477462423965
2025-01-15 08:00:00,52611.14418110965,41628.710188658355
2025-01-15 09:00:00,34026.38743895489,47821.427980708184
2025-01-15 10:00:00,43640.3942901252,50000.23842704279
2025-01-15 11:00:00,44586.66532637202,54210.122707069175
2025-01-15 12:00:00,42073.41776789085,50272.982179106024
2025-01-15 13:00:00,46974.46010073847,38452.64216727023
2025-01-15 14:00:00,45547.94259143801,31804.008024608098
2025-01-15 15:00:00,53830.09835077413,52931.72272822454
2025-01-15 16:00:00,56853.07985299446,30602.424602368654
2025-01-15 17:00:00,43025.65730278851,49898.80198612919
2025-01-15 18:00:00,57606.71818817931,40457.05611812656
2025-01-15 19:00:00,42165.73295685847,48184.24210892854
2025-01-15 20:00:00,48967.80814375248,47094.59426779879
2025-01-15 21:00:00,37357.90728003303,50954.560922528835
2025-01-15 22:00:00,45718.04794483371,48411.068395193106
2025-01-15 23:00:00,60229.92674137524,54100.983107280124
2025-01-16 00:00:00,49136.37866121228,50517.4723596125
2025-01-16 01:00:00,45946.06397766266,57821.687557630416
2025-01-16 02:00:00,31997.08719316562,44141.37621705894
2025-01-16 03:00:00,47481.9075992512,39146.24093019316
2025-01-16 04:00:00,48768.81373996604,50578.59103231401
2025-01-16 05:00:00,44205.946785381115,47551.43162853549
2025-01-16 06:00:00,45328.63092865041,51518.777798930896
2025-01-16 07:00:00,47160.170878882534,47826.50426467709
2025-01-16 08:00:00,48247.389085528295,57084.083549114264
2025-01-16 09:00:00,46556.554650948616,52363.27085292584
2025-01-16 10:00:00,57365.55792347465,38042.07777498653
2025-01-16 11:00:00,39714.49852593382,44918.30281394059
2025-01-16 12:00:00,60366.19234313959,49739.65551682631
2025-01-16 13:00:00,45885.02700421979,44936.95994986029
2025-01-16 14:00:00,52282.98061448572,43145.765773145176
2025-01-16 15:00:00,56527.72859153722,59247.19430741946
2025-01-16 16:00:00,49530.73096303072,54807.07758913143
2025-01-16 17:00:00,47742.95247538914,42110.4174366753
2025-01-16 18:00:00,49171.224848912825,56011.25151596124
2025-01-16 19:00:00,32470.14940194083,55179.07450453601
2025-01-16 20:00:00,26768.038072703883,53442.2268098697
2025-01-16 21:00:00,54045.38349470289,35460.63301180684
2025-01-16 22:00:00,45368.471029168926,49773.035278801595
2025-01-16 23:00:00,41179.03035306714,40076.63455712321
2025-01-17 00:00:00,49764.22324680845,46763.3383911219
2025-01-17 01:00:00,46743.37918644866,58051.42063209359
2025-01-17 02:00:00,37652.67200963371,45092.08146196329
2025-01-17 03:00:00,55576.92939216622,47132.92120279997
2025-01-17 04:00:00,57043.38597227427,36459.99463410747
2025-01-17 05:00:00,49682.992137567184,49643.979849751646
2025-01-17 06:00:00,49315.77949292021,60387.25681721089
2025-01-17 07:00:00,47913.02856947925,66123.75751508187
2025-01-17 08:00:00,48958.718643458575,56265.64852873979
2025-01-17 09:00:00,50793.07429431377,44900.710577554855
2025-01-17 10:00:00,44241.81478876669,52478.316023456384
2025-01-17 11:00:00,54421.58888484371,44525.48635894767
2025-01-17 12:00:00,49361.76246814359,49861.32377290738
2025-01-17 13:00:00,54186.65617254259,52900.819882883115
2025-01-17 14:00:00,58090.91293958493,36789.932135198615
2025-01-17 15:00:00,48290.57407737376,55003.02701973364
2025-01-17 16:00:00,50662.804784908425,52126.75678821592
2025-01-17 17:00:00,53153.55181956987,42149.242192745
2025-01-17 18:00:00,48563.50217614557,31548.47894836134
2025-01-17 19:00:00,45246.64426232412,50244.49656101526
2025-01-17 20:00:00,49464.44415536519,54463.46080899946
2025-01-17 21:00:00,58405.433591118155,45693.1647832402
2025-01-17 22:00:00,28643.00569274703,45741.64444399884
2025-01-17 23:00:00,53973.25332808667,53269.17052676886
2025-01-18 00:00:00,49244.444890802886,43080.80764680356
2025-01-18 01:00:00,43824.341917818005,54332.276757735985
2025-01-18 02:00:00,54934.48834927384,46153.195735900445
2025-01-18 03:00:00,38365.7301958456,50433.86701806229
2025-01-18 04:00:00,44792.972861108625,51363.76635604906
2025-01-18 05:00:00,58493.617751246114,61776.68537125339
2025-01-18 06:00:00,32850.45519436468,50832.99118787082
2025-01-18 07:00:00,52008.645029943,40793.1838135161
2025-01-18 08:00:00,59508.317444762324,43982.16832218701
2025-01-18 09:00:00,56829.238659209266,43956.89420944443
2025-01-18 10:00:00,51188.05773868919,52895.92331438257
2025-01-18 11:00:00,40323.19162097071,48001.478519576754
2025-01-18 12:00:00,55149.54373829416,48421.969270091045
2025-01-18 13:00:00,42977.0546827219,58605.744649709166
2025-01-18 14:00:00,46757.88930156301,55966.31935629581
2025-01-18 15:00:00,47585.86409807178,46064.076516924135
2025-01-18 16:00:00,38153.17111841193,63147.47826997009
2025-01-18 17:00:00,58350.084594954795,67677.8186430309
2025-01-18 18:00:00,47266.53809091127,41326.92206625001
2025-01-18 19:00:00,47422.216966446744,43972.68722713198
2025-01-18 20:00:00,43105.580236785914,39311.66023883396
2025-01-18 21:00:00,42333.00335003296,60479.32892221528
2025-01-18 22:00:00,52935.81005972482,41231.57993735545
2025-01-18 23:00:00,53144.60370386334,44247.425042619645
2025-01-19 00:00:00,71777.6808672875,68853.84495366996
2025-01-19 01:00:00,45509.301792442435,56597.20485049031
2025-01-19 02:00:00,44612.012588008765,46259.76649105043
2025-01-19 03:00:00,56856.88635073969,48238.621359223056
2025-01-19 04:00:00,54731.77870829152,33453.388167517405
2025-01-19 05:00:00,45683.99096149412,47950.57256751086
2025-01-19 06:00:00,50824.12343070587,50461.47747523812
2025-01-19 07:00:00,60485.10518354596,39362.57988105394
2025-01-19 08:00:00,38473.41894223388,50412.06963557912
2025-01-19 09:00:00,42062.031404701585,65944.29540382946
2025-01-19 10:00:00,51431.88213703786,61002.09966590436
2025-01-19 11:00:00,42591.11801154046,61909.986160298635
2025-01-19 12:00:00,42987.707018383786,45998.993583495074
2025-01-19 13:00:00,57821.377365088614,45193.14615089452
2025-01-19 14:00:00,51306.04035112448,53471.78379979392
2025-01-19 15:00:00,47561.75903345294,43937.87050533967
2025-01-19 16:00:00,41782.63172949299,54527.896224164906
2025-01-19 17:00:00,50932.84400369968,56769.06440416156
2025-01-19 18:00:00,57377.88325527327,67129.21620809783
2025-01-19 19:00:00,37666.858878716266,37337.52883144817
2025-01-19 20:00:00,38229.86922873191,57452.18597775782
2025-01-19 21:00:00,53440.8216124459,44424.084391846096
2025-01-19 22:00:00,43531.58437010752,61409.09229487371
2025-01-19 23:00:00,41531.01104912792,51632.39901346729
2025-01-20 00:00:00,42554.0202750179,49765.02729336007
2025-01-20 01:00:00,54052.79012519958,56656.58550419044
2025-01-20 02:00:00,53807.35955688433,56858.47230298156
2025-01-20 03:00:00,51167.066092183384,45381.09686820241
2025-01-20 04:00:00,44573.00657501778,49420.12458446746
2025-01-20 05:00:00,41476.9375472832,43472.64836554943
2025-01-20 06:00:00,43174.06730341632,49815.954859822064
2025-01-20 07:00:00,40891.417047366594,56532.39778092756
2025-01-20 08:00:00,44858.93311382284,61675.79093226294
2025-01-20 09:00:00,48288.856447191545,32975.63659826094
2025-01-20 10:00:00,53908.579363490586,58301.337299528874
2025-01-20 11:00:00,48302.79797912715,54987.59912173453
2025-01-20 12:00:00,46650.97838138836,38547.305578257095
2025-01-20 13:00:00,61610.8643154199,35063.57240988866
2025-01-20 14:00:00,20158.868711695035,48689.71366100785
2025-01-20 15:00:00,53137.13145065803,47896.0208423167
2025-01-20 16:00:00,52176.50144806907,49014.52195455323
2025-01-20 17:00:00,52279.282951185865,61556.479633170726
2025-01-20 18:00:00,55434.62707595923,35685.804090868594
2025-01-20 19:00:00,38504.1114532689,39018.877912786775
2025-01-20 20:00:00,55634.26488348173,36897.22994714332
2025-01-20 21:00:00,51070.18120984138,58442.943386591905
2025-01-20 22:00:00,44831.72792941073,54509.1641814181
2025-01-20 23:00:00,53039.54597913231,49894.45282627345
2025-01-21 00:00:00,49424.41382709948,44157.389960943336
