datetime,coal_mw,gas_mw,wind_mw,solar_mw,nuclear_mw
2025-01-02 22:00:00,9063.128798979504,25950.866150217968,7671.663746453487,8408.445301584063,5991.320348943161
2025-01-02 23:00:00,11693.573982674789,24607.657110626544,14088.411211473851,2574.578478354393,5996.0421933435355
2025-01-03 00:00:00,8513.530220939461,21690.49509949938,21500.96842621499,8384.825258037818,5354.343857037305
2025-01-03 01:00:00,10784.722664263823,24691.558448611588,20221.252180287305,3749.80680447892,5848.278138245896
2025-01-03 02:00:00,9336.951501348893,30156.479281356787,14671.965774179278,8046.0850378895875,5260.663465582189
2025-01-03 03:00:00,10163.284461759325,28149.947625162877,18620.141071163256,1208.3771491781245,5160.162984915887
2025-01-03 04:00:00,10320.40152934966,24367.224466194457,12777.194432366849,1724.6432034196896,5854.423629959934
2025-01-03 05:00:00,13390.880494596928,22358.773092818476,11823.308739227972,4477.826776690083,5561.203410023918
2025-01-03 06:00:00,9856.124791497692,26150.59363769758,11208.380832310566,7783.725678857834,5061.4712134314495
2025-01-03 07:00:00,12646.344259645655,18040.124924513493,12181.535991125882,4593.738369169361,5832.611547685905
2025-01-03 08:00:00,11732.941854587421,28263.048669232987,16724.726388691048,7715.981741117792,5383.489441664879
2025-01-03 09:00:00,13629.580042106078,29234.273104170767,18786.399194788384,3726.0745231956516,5168.903911533424
2025-01-03 10:00:00,10250.98425547904,19704.45421515158,14368.002996848241,2059.7136395294665,5527.1556398708735
2025-01-03 11:00:00,14962.600696275178,23636.72819395514,19641.050021963296,8403.632755068926,5470.169876147043
2025-01-03 12:00:00,10070.41034507197,20031.02100328808,15496.720644072375,1612.0223215105261,5803.502674824207
2025-01-03 13:00:00,12056.826537249814,31283.264230281464,18449.23610814341,6657.080594784305,5478.752742881185
2025-01-03 14:00:00,12425.525666978301,29563.836339532558,16412.952296873602,8063.922904695848,5664.200726101778
2025-01-03 15:00:00,11767.178436579867,18281.01656701345,17928.106680731587,1959.6899580093616,5353.932162781692
2025-01-03 16:00:00,14011.88314717456,31585.362544923737,4342.969562692748,5153.000369196098,5109.5594412156015
2025-01-03 17:00:00,8790.849958245879,19985.552088453504,19609.98328848743,1422.6369048873382,5043.421583717005
2025-01-03 18:00:00,12180.869055358518,19176.07596122236,19946.837407066632,4671.25520612396,5320.587736214155
2025-01-03 19:00:00,11544.327313655791,18456.508631360695,19143.61373010947,7298.992460744716,5668.566852542084
2025-01-03 20:00:00,10920.48626039438,29069.23844492177,17142.816685615282,3432.0782266433475,5010.703878783329
2025-01-03 21:00:00,10423.548331009788,30953.651994821623,18175.425790683497,2866.053607314725,5248.99819803269
2025-01-03 22:00:00,9070.179199778942,19338.725998739486,7262.0691947283685,3013.2907128821334,5151.474976005689
2025-01-03 23:00:00,12549.810621803892,31766.373880181935,4857.256212355975,7330.0434307402875,5462.4160054386675
2025-01-04 00:00:00,8823.975677888158,22422.03499775983,9215.379833956664,8789.736792171298,5746.2735790850265
2025-01-04 01:00:00,13805.050557385064,27503.826612754565,11964.029570205328,2826.7173006267967,5552.699718818223
2025-01-04 02:00:00,11134.080750429872,31807.72032319239,8874.007304236096,1549.2801932672187,5608.250300735688
2025-01-04 03:00:00,12237.930881808623,18118.9346247646,19671.949891847238,2007.1612980263876,5946.197314380735
2025-01-04 04:00:00,8544.63907064514,25654.999424385023,21359.27605875089,6025.957860989522,5457.262239105196
2025-01-04 05:00:00,8653.750477400505,27183.811691280433,17874.27506939154,6408.855386790624,5814.063658844125
2025-01-04 06:00:00,9651.302039920047,23199.0625268479,12578.952906600276,4594.502263061388,5343.850176411481
2025-01-04 07:00:00,13458.193104674447,19539.622447417147,6623.741069471749,1634.6654187027498,5620.369824878724
2025-01-04 08:00:00,11400.827172827136,26695.682769319454,19696.739874662366,8424.710639557,5768.284837993675
2025-01-04 09:00:00,10176.013852969394,18658.01633071331,19155.98967880157,8439.644653965448,5827.108521026621
2025-01-04 10:00:00,13946.243915237643,30928.13763106093,6921.375099072178,4148.526493849287,5222.004671535949
2025-01-04 11:00:00,9343.373246436655,24468.920768539458,4876.7067439870125,7567.697664807328,5254.999632568155
2025-01-04 12:00:00,9816.382148956029,30743.85569715695,20181.333163693886,8188.708050838057,5376.960998267203
2025-01-04 13:00:00,13437.120558963621,29711.686931669814,18794.922807155104,5064.392447685202,5250.173821347354
2025-01-04 14:00:00,8189.315672600262,18050.979848309773,20816.54277891549,5811.868936227706,5539.985649791814
2025-01-04 15:00:00,9542.195022089456,24429.058986219257,10441.823417726235,6864.775232507805,5807.023555201582
2025-01-04 16:00:00,11649.332382764258,30429.232175122153,15842.729333890304,8130.496520475012,5153.490727212663
2025-01-04 17:00:00,14405.247911164979,23210.701577783508,19555.571567262115,1712.865693817892,5407.344174726958
2025-01-04 18:00:00,9861.14422612069,22525.063965933416,10145.716914979403,1423.6708912047743,5726.69331325871
2025-01-04 19:00:00,9491.672969621197,27598.195662286424,12541.497012145534,6400.399479698745,5703.605538817018
2025-01-04 20:00:00,14824.414983362916,27870.703168260952,13570.352171333285,1381.3719080039614,5238.7771513270345
2025-01-04 21:00:00,11671.602934193126,27004.241201340126,4526.902094285336,1835.4994301721695,5660.408273090904
2025-01-04 22:00:00,8437.561366427139,23087.402312922008,18910.839694835282,4379.234172273667,5966.633579402046
2025-01-04 23:00:00,9935.437828024355,18890.756475578175,20988.38406137118,2457.841136106319,5626.263365759518
2025-01-05 00:00:00,11735.635117936114,30922.05629391048,11508.412455446372,8190.693600888693,5327.122967064554
2025-01-05 01:00:00,8503.878717546851,22441.010390885014,15000.734359382828,3652.638329769097,5514.987486276626
2025-01-05 02:00:00,12847.861645135403,29138.91790305738,13749.18090777812,5620.35368370486,5337.953618429775
2025-01-05 03:00:00,11657.423997715421,22923.451117253073,10262.141252764637,1078.7682078820967,5531.769821313415
2025-01-05 04:00:00,12968.055355018,24926.42016670242,5483.74831825599,5107.407486314333,5840.782360061788
2025-01-05 05:00:00,10392.191575996862,23231.39907892617,13362.460202223272,7480.131516462798,5133.870930061162
2025-01-05 06:00:00,10939.767914063585,19138.534862924585,8393.970145947247,8746.874257103096,5412.954073861008
2025-01-05 07:00:00,14496.938217432777,22612.260486752944,15742.187869560956,6429.9916796296775,5633.976968421999
2025-01-05 08:00:00,9474.796927715439,31379.49284942712,13670.000665495863,2621.017256461866,5465.076924780923
2025-01-05 09:00:00,8276.603682609995,19544.719562207003,14629.511658005951,3904.297063122401,5781.576826494117
2025-01-05 10:00:00,14875.488200363861,25781.782613422816,14831.296179596851,2254.9257416189707,5161.403507106106
2025-01-05 11:00:00,8051.920763507541,31557.68730012269,19942.25798767888,3702.511478497338,5874.584260889961
2025-01-05 12:00:00,14217.72504516904,18287.168035886938,6653.574574665441,5490.45527535969,5978.27580187908
2025-01-05 13:00:00,13781.814476583666,18968.657206695018,18501.92491495715,4898.977523901729,5359.893989108569
2025-01-05 14:00:00,11413.406379535134,30727.633141756138,21185.042071425618,7989.591883062623,5113.8852518854055
2025-01-05 15:00:00,12937.393103602692,28297.834469740807,16983.655365612718,2631.512530048486,5987.6639247416215
2025-01-05 16:00:00,8735.53889099552,25634.524547869816,6502.917257574507,4469.248586595051,5350.8578482023995
2025-01-05 17:00:00,13345.650674334487,25512.990335053684,19304.324096932178,6056.665130809674,5492.162822048678
2025-01-05 18:00:00,13486.315710873912,31648.402324844246,18252.339609100043,8848.800461383118,5242.690573180226
2025-01-05 19:00:00,8359.391014880437,18293.35507488633,19529.40315407363,2710.5847953857624,5055.462930916877
2025-01-05 20:00:00,11480.69051510263,21786.66957441797,12754.147231746114,7664.6765308320855,5125.454912203597
2025-01-05 21:00:00,14637.0360056562,22435.560759610675,18764.412209758986,5942.1145734225875,5237.760648756298
2025-01-05 22:00:00,14657.995780060244,19672.891411548393,6772.244298226589,2071.0807660579267,5987.9085216824915
2025-01-05 23:00:00,14891.603059496403,23001.14432115511,14380.124622734875,7271.548446783056,5796.369081916641
2025-01-06 00:00:00,12596.655434523454,23185.759991702354,13931.295171975082,2399.2713992803915,5420.556711707712
2025-01-06 01:00:00,8987.809693224835,31423.20431373924,20141.216887322887,6597.990093939132,5319.312174237887
2025-01-06 02:00:00,10890.228630046333,24188.287907956383,19532.383307603646,2924.7969020021555,5143.714450397174
2025-01-06 03:00:00,13088.556900259096,31086.818788363504,16888.72664569239,4746.701152756304,5484.964434221961
2025-01-06 04:00:00,9986.83738457,29340.524424472074,7147.264593242044,7266.208862311423,5907.123466764162
2025-01-06 05:00:00,13671.006947494361,28315.731672859933,18521.395294764217,6074.107740119208,5993.253682418801
2025-01-06 06:00:00,14029.528013788968,22627.328818206155,15056.498851867009,6922.726968629211,5901.860252192029
2025-01-06 07:00:00,13344.842916344707,23977.6836374117,18698.719901792378,7427.17887677735,5065.727807739092
2025-01-06 08:00:00,10394.719166898536,18623.862938348655,20890.42650129454,1278.0487576093105,5158.0689168508125
2025-01-06 09:00:00,13190.309143977134,23282.85801132796,12101.594695609434,4844.6289419201485,5141.587370741839
2025-01-06 10:00:00,8505.981049374941,30185.682511347706,17401.111447999745,8885.06332398819,5161.562522373734
2025-01-06 11:00:00,10346.530216600273,28939.307327706316,21513.15597782817,7362.516573529338,5124.352291460747
2025-01-06 12:00:00,13359.20866172978,29317.089153007695,7845.728780632287,3926.4754936123927,5096.356930619773
2025-01-06 13:00:00,13563.746402467705,21102.40838736684,19245.98335726426,3280.183453628415,5350.363890267364
2025-01-06 14:00:00,10231.455731397855,20940.513021081384,6554.805670718009,6638.487263396155,5157.945304008402
2025-01-06 15:00:00,14722.190141720394,27286.78740417715,4308.359578441442,2097.3361370129815,5144.739984009392
2025-01-06 16:00:00,9912.94976898072,27117.740700855145,19246.493384374837,8061.650027155614,5524.467988550521
2025-01-06 17:00:00,12620.069744673856,20734.341858276646,21277.75632809571,1654.9499041955496,5203.171431584558
2025-01-06 18:00:00,14152.74627359015,28075.05487417867,4579.80236351166,5472.8397200156805,5006.124551386509
2025-01-06 19:00:00,11859.793056565335,23266.11229150909,19199.605890624487,7774.735337650434,5696.120539440586
2025-01-06 20:00:00,10887.44027751747,30415.236126943168,16589.087680487733,6759.773316083031,5328.554628320307
2025-01-06 21:00:00,9479.843852394262,23102.69142252456,16596.20737042383,4884.412835125582,5737.068452561234
2025-01-06 22:00:00,9375.085680012946,21219.456593991432,12273.19225307348,2835.884927930518,5893.081016671256
2025-01-06 23:00:00,9112.448622547334,20742.123885299734,11507.794500007662,5802.943317980471,5925.2826701483955
2025-01-07 00:00:00,11101.14031436291,30574.78914784739,10714.33968767089,8730.439509289019,5177.741172053545
2025-01-07 01:00:00,11835.443550901655,30040.4119911078,10873.078995453116,1762.9669851181939,5672.625011138926
2025-01-07 02:00:00,13873.329928097257,23962.150254049582,20868.817163348216,1252.2891041599378,5074.969067510061
2025-01-07 03:00:00,9521.429144346055,21370.094986167445,18684.00105350377,4356.553034316628,5463.201896491195
2025-01-07 04:00:00,13286.453418907817,21983.598410952705,9646.899766158054,5729.614186549477,5426.740569328534
2025-01-07 05:00:00,12858.773702533554,23389.32618825258,17330.152976199628,3864.457075754993,5203.165532225286
2025-01-07 06:00:00,12441.632531642616,18620.870544320736,15816.708178471652,6741.78515170956,5775.001284244387
2025-01-07 07:00:00,10375.42688232839,18942.098039560777,19227.715706467767,5182.722390796379,5913.295836616188
2025-01-07 08:00:00,10225.953743273356,30984.45051220119,5654.483999803706,3777.070296417973,5258.091855871455
2025-01-07 09:00:00,13312.570164980181,28725.64565009963,16602.517807530086,7352.963798490374,5249.3070922691095
2025-01-07 10:00:00,9921.739831683057,29395.770458323317,8408.848502468445,1795.2038868340958,5195.645222802086
2025-01-07 11:00:00,10308.030567844726,24701.01564524377,8348.748401897989,1320.4894941975551,5686.931856380463
2025-01-07 12:00:00,14756.342448337098,23109.709176275253,16703.225546804773,1454.6103267010633,5056.40310636361
2025-01-07 13:00:00,14989.250611730902,19287.57701351866,20108.986919038372,7513.847928875292,5063.7739336139175
2025-01-07 14:00:00,8011.988540383486,25813.192773496965,13288.552241201854,7385.062107178549,5174.079967132666
2025-01-07 15:00:00,12807.348381900954,28407.022026808692,12379.561493223173,7646.210546953298,5545.767388293258
2025-01-07 16:00:00,11748.503518491238,20742.75515831881,18671.92071181601,3269.7135548727524,5252.684654709098
2025-01-07 17:00:00,11221.192668873566,23448.251300941556,4458.071175274209,4932.387447285043,5987.290923138261
2025-01-07 18:00:00,9929.592922603495,30982.387505664876,16727.159520727113,3557.7212357973995,5395.193024126717
2025-01-07 19:00:00,11550.05832953162,29812.509140582275,5010.264395862805,5698.764434635477,5470.138489700139
2025-01-07 20:00:00,11196.026933645699,29176.11504164491,8399.512324036208,7762.1894008119425,5065.364048395213
2025-01-07 21:00:00,10809.177890039195,18552.085272324883,16007.197024789259,1159.3427009212762,5705.520385126782
2025-01-07 22:00:00,13948.717065845838,20318.099788664564,10843.507286062317,5558.118211076495,5788.585321023084
2025-01-07 23:00:00,9894.516868896915,22284.573806995177,9314.035508757137,2608.517183295339,5334.229552052121
2025-01-08 00:00:00,12182.332414082346,22251.019017174393,13077.61856754107,7960.308062958301,5725.931092512951
2025-01-08 01:00:00,14049.504989599605,19805.449948344954,19297.613379544127,8655.951887627296,5227.701579332187
2025-01-08 02:00:00,14853.010793342042,22052.265827775926,11667.982432455323,7624.646280739874,5798.061079353778
2025-01-08 03:00:00,12219.261865067912,23994.02304716121,13591.855933627592,1269.5806022008194,5542.2301547999095
2025-01-08 04:00:00,11640.254238975796,18690.271189761184,6843.503424056085,3422.0201380931867,5397.224164697415
2025-01-08 05:00:00,13883.604762926727,23644.48315467787,12003.547628997243,2837.9783592344684,5720.21609273871
2025-01-08 06:00:00,9319.126247747068,24951.46958425809,4297.734943438143,7610.065086215098,5614.538533967643
2025-01-08 07:00:00,12410.110101781182,18573.08422170939,19086.420786053597,1144.668301849963,5532.4005900173015
2025-01-08 08:00:00,8449.245867408104,27438.779872053485,7723.0203088507305,8382.02337797012,5211.018594345014
2025-01-08 09:00:00,12620.129409005614,19116.955034986786,20557.98936430059,5699.996960320972,5849.452566839278
2025-01-08 10:00:00,13570.664583904261,27070.9394905489,10438.563741851987,6952.611417378755,5431.854782452549
2025-01-08 11:00:00,8441.077359324692,31917.16684991713,19045.759380111434,4645.5911288249445,5445.522670957048
2025-01-08 12:00:00,13938.944072332153,18848.736972703373,11013.149151770347,6656.4663773438515,5201.224047436014
2025-01-08 13:00:00,8863.513158243833,21810.51702628263,6749.200043366711,3675.7483220440827,5931.373447338244
2025-01-08 14:00:00,9230.835901848208,19810.629390608727,13067.05359250529,6281.43245234603,5554.583829486739
2025-01-08 15:00:00,13854.82475084029,23169.238090303174,8690.591018095323,4446.1733005472615,5462.813227814553
2025-01-08 16:00:00,8872.914232351093,29693.645270240762,9813.999066622286,8455.382129571233,5977.392732541929
2025-01-08 17:00:00,12716.98650185291,31012.266703976507,9690.287944024309,8443.88010070684,5365.986688885756
2025-01-08 18:00:00,10063.700011664063,29756.102751789338,10225.106462937641,5562.467232717237,5031.699386383381
2025-01-08 19:00:00,9738.555430410168,27674.946080493653,12966.214415069888,7186.790449563076,5229.366693715677
2025-01-08 20:00:00,12551.081662296387,28041.047935267077,6298.406962893741,6938.527773274732,5746.493883602499
2025-01-08 21:00:00,8747.331564507904,19686.65261001988,8637.433352416763,6651.283027763117,5156.152958797919
2025-01-08 22:00:00,12022.356830603007,21481.859915012188,15381.749757200536,8792.61554946851,5155.850416821528
2025-01-08 23:00:00,14471.658141309435,23094.55492093113,17602.634005140568,8022.2716726571425,5455.749363888188
2025-01-09 00:00:00,13959.858236880622,18701.938095447964,8388.569845629405,6962.658944739685,5452.801941388759
2025-01-09 01:00:00,13957.807337897011,29503.055095044052,8716.214536858493,1632.3008195856746,5459.882358247576
2025-01-09 02:00:00,10120.464760847282,21579.49270675244,12604.576743652582,3840.386438768998,5219.359044337524
2025-01-09 03:00:00,12908.97907711796,18732.056487671332,21659.760551658113,3746.7178360742796,5168.491753133072
2025-01-09 04:00:00,13460.75702565143,19023.182147834745,13903.555551837104,5097.384664561914,5769.0453698764095
2025-01-09 05:00:00,14309.831446058955,31572.91181505815,18642.925465403947,7854.46270868005,5603.900953177162
2025-01-09 06:00:00,9848.930255522042,30767.781281485622,20536.21199686139,6375.200639604102,5321.156670832516
2025-01-09 07:00:00,13326.022674166059,31422.385579193717,15463.905676365914,7172.266302750141,5197.088235731072
2025-01-09 08:00:00,9625.91965745871,31393.90051095232,13344.792194549946,1333.5282916034394,5877.632420344752
2025-01-09 09:00:00,8194.538486273728,29192.075084136923,17761.885000508366,1428.430475015076,5136.547315959502
2025-01-09 10:00:00,11372.842336304428,21863.56108138464,9739.837018550656,8427.957074203769,5583.8669443841745
2025-01-09 11:00:00,13361.246442982667,22546.769748345625,21506.982640913062,2676.4507784412735,5610.227060915153
2025-01-09 12:00:00,9500.58675132331,23628.024039969034,12556.741442988729,7356.715786096593,5856.855829610005
2025-01-09 13:00:00,8340.164946598823,28990.037478851533,20709.280773956343,5385.895339007726,5056.811521803303
2025-01-09 14:00:00,10616.533225808393,30974.827311333043,17676.197811305166,3797.518264624233,5307.737143571181
2025-01-09 15:00:00,9420.142584732304,24164.34292924824,7807.171195684823,7108.33514023126,5966.066282262487
2025-01-09 16:00:00,10674.605790182293,22220.675072035712,7972.55237902696,8719.125478071604,5568.877732418471
2025-01-09 17:00:00,14445.82333080519,21399.867886024556,10296.93379125437,3070.710907227964,5417.745976879988
2025-01-09 18:00:00,13207.308934412395,21590.567473070005,10696.766645993877,3818.148907972782,5316.827801864995
2025-01-09 19:00:00,10610.608362794252,18096.379244464566,4269.964256216394,3346.395441094155,5149.219560587007
2025-01-09 20:00:00,10275.344852438491,21277.848938165287,19404.28182627113,6157.046093681441,5187.134124019891
2025-01-09 21:00:00,14448.361966131464,22128.854593791973,8328.068548633712,6794.152544039503,5779.29919858711
2025-01-09 22:00:00,14221.907037506053,28858.233754978344,18845.84993683725,4826.836015650007,5244.260899013786
2025-01-09 23:00:00,12228.612344250978,25679.39675011573,12691.735407289938,2716.602108350394,5219.858164218053
2025-01-10 00:00:00,10503.113105260705,22635.35856585508,14656.596395818493,3570.2220417690514,5319.133318833439
2025-01-10 01:00:00,13546.340989345594,26359.07405384956,13656.116570594659,6978.745790096108,5756.325269264772
2025-01-10 02:00:00,12646.134957773062,29036.393999207547,21004.278258243055,8069.254966682468,5420.337007667309
2025-01-10 03:00:00,11952.692594905904,26540.65694578793,11523.532464903037,5063.807924032204,5028.436982722058
2025-01-10 04:00:00,13169.88162148716,18983.37973784355,10997.75079763186,2989.492755778778,5513.0442205748495
2025-01-10 05:00:00,8941.26244331365,21374.06465292588,15068.145624860488,6325.261252319627,5278.094719355266
2025-01-10 06:00:00,14511.039281539353,22002.10069317393,10873.300534916732,6115.316107260906,5458.169893626693
2025-01-10 07:00:00,14810.44583857926,23081.064908311237,14934.028319245645,8273.987762168726,5883.323332277832
2025-01-10 08:00:00,10481.144415954033,18344.75690890543,14302.773700100774,3279.914028157587,5196.839952020569
2025-01-10 09:00:00,14627.60092138546,28420.244667566818,17950.742687714002,7538.96796523489,5338.557437602385
2025-01-10 10:00:00,13570.818112138526,24585.0975023598,21819.059481456457,6365.163658010433,5945.235966573135
2025-01-10 11:00:00,14587.20900816167,30552.143446201204,21591.71610674478,7719.738955947411,5773.290690345631
2025-01-10 12:00:00,14422.208274979437,25247.554957583456,6227.842864550018,1823.4642733369055,5274.285731002338
2025-01-10 13:00:00,9406.313334162302,31834.318870287978,12138.128050600902,7617.774332550785,5106.342509380415
2025-01-10 14:00:00,9820.182796902978,27809.722339250296,11602.457999534656,4816.461216996211,5933.930851191427
2025-01-10 15:00:00,9824.158485253034,30416.139187898763,7432.1029687228565,7196.277435836827,5145.397390537456
2025-01-10 16:00:00,8660.0808637505,31625.97021157715,17387.213213264935,2945.9141999367075,5364.709708791151
2025-01-10 17:00:00,10783.815523712161,24604.59709641222,21433.803999840788,3781.324874207401,5331.812411992836
2025-01-10 18:00:00,10538.352788482234,26863.595995420226,6747.335710912118,4317.842075320888,5116.013590159751
2025-01-10 19:00:00,10407.731595743286,30796.523664261025,8900.434927053357,5401.749729548787,5100.813562275857
2025-01-10 20:00:00,10442.615712651734,26054.223152577455,19390.38239526351,5083.229755057428,5282.384349084667
2025-01-10 21:00:00,8434.49455657696,18739.101927334377,9494.698428694122,2892.2623070372747,5368.221062141345
2025-01-10 22:00:00,9301.8265690643,27757.803742014312,11942.694621521723,8229.23067953232,5968.914382261592
2025-01-10 23:00:00,10071.361232758454,31100.298230368426,17326.43773955907,8555.485775171517,5536.363793248753
2025-01-11 00:00:00,14222.843769834933,28936.33905594045,6268.207463421173,2897.6290830664775,5909.093165436412
2025-01-11 01:00:00,14485.705256458135,29077.665817648453,13488.524451353669,4127.488559538866,5128.483096322867
2025-01-11 02:00:00,9996.466365466422,19109.560272789065,5974.016317110991,7437.2787286854655,5238.496885285856
2025-01-11 03:00:00,12859.11199148408,28323.415058134993,9496.524332990753,7261.42094606439,5162.81959995624
2025-01-11 04:00:00,13954.355043475492,18451.555359607188,8264.542479964492,8789.33060081784,5375.0766161498395
2025-01-11 05:00:00,11543.226227325576,31029.304708283227,17144.180403501497,8578.811766317744,5917.503004989104
2025-01-11 06:00:00,13288.804968583649,30800.271899599924,6712.037751687697,8000.140790886825,5294.017210784549
2025-01-11 07:00:00,14831.067586167383,31723.91259739211,15914.76187955852,5692.723124041667,5595.575009619708
2025-01-11 08:00:00,9135.498861255764,22244.741466847376,14360.943892406496,3703.1115685856475,5915.550255183004
2025-01-11 09:00:00,8492.93311177225,25563.8416063812,16164.493932467496,5179.8485075515255,5502.650137409184
2025-01-11 10:00:00,12480.163787390957,26102.66619542243,19778.42485860285,7169.404700769311,5527.699986917998
2025-01-11 11:00:00,11559.372179939677,25794.155928295244,13614.193460862254,1834.8051928827686,5552.510498317921
2025-01-11 12:00:00,10076.225566834619,23770.344050065614,16970.916261097656,6625.094654937135,5280.300138839499
2025-01-11 13:00:00,14416.108177266695,31816.576865869552,18481.918062362565,8168.436711416992,5418.38493087798
2025-01-11 14:00:00,13920.796938969434,30413.70598871453,16521.285440875297,2683.6491268376285,5847.446099040662
2025-01-11 15:00:00,9850.809433822162,26544.921530279284,9743.161445601863,7489.5209598657175,5399.740001929862
2025-01-11 16:00:00,13419.353596874556,27068.342404965995,21306.3476348738,8126.640701723406,5418.885411633393
2025-01-11 17:00:00,13798.83160393593,27999.477357684285,5093.348463208502,1536.3700245953576,5116.006492339699
2025-01-11 18:00:00,10277.306438402562,26451.750995432853,10701.514128402156,8663.896091417602,5463.538600775142
2025-01-11 19:00:00,8694.044726381846,27905.296447324443,18783.614360868385,5017.68881148274,5083.174304836289
