interval_start,interval_end,node_id,node_name,zone,lmp,energy_component,congestion_component,loss_component
2024-05-01T04:00:00,2024-05-01T05:00:00,LZ_NORTH,North Load Zone,NORTH,46.8357,43.884,2.4599,0.4917
2024-05-01T04:00:00,2024-05-01T05:00:00,LZ_WEST,West Load Zone,WEST,39.016,32.595,6.0608,0.3602
2024-05-01T04:00:00,2024-05-01T05:00:00,LZ_SOUTH,South Load Zone,SOUTH,42.9174,38.7616,3.6279,0.5279
2024-05-01T04:00:00,2024-05-01T05:00:00,BUS_SABINE,Sabine Bus,EAST,50.5854,47.5319,2.4719,0.5817
2024-05-01T04:00:00,2024-05-01T05:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,31.6116,30.0418,1.3736,0.1963
2024-05-01T05:00:00,2024-05-01T06:00:00,HB_HOUSTON,Houston Hub,SOUTH,51.1505,47.9029,2.6909,0.5567
2024-05-01T05:00:00,2024-05-01T06:00:00,HB_NORTH,North Hub,NORTH,45.7032,43.3427,2.0995,0.261
2024-05-01T05:00:00,2024-05-01T06:00:00,HB_WEST,West Hub,WEST,31.0802,32.2306,-1.5872,0.4368
2024-05-01T05:00:00,2024-05-01T06:00:00,HB_SOUTH,South Hub,SOUTH,46.9496,47.491,-0.8879,0.3465
2024-05-01T05:00:00,2024-05-01T06:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,42.2925,43.8442,-1.8191,0.2674
2024-05-01T05:00:00,2024-05-01T06:00:00,LZ_NORTH,North Load Zone,NORTH,54.5659,55.5737,-1.5386,0.5307
2024-05-01T05:00:00,2024-05-01T06:00:00,LZ_WEST,West Load Zone,WEST,48.1341,53.1193,-5.3175,0.3323
2024-05-01T05:00:00,2024-05-01T06:00:00,LZ_SOUTH,South Load Zone,SOUTH,51.9687,49.666,1.8227,0.48
2024-05-01T05:00:00,2024-05-01T06:00:00,BUS_SABINE,Sabine Bus,EAST,36.7546,35.2117,0.9974,0.5455
2024-05-01T05:00:00,2024-05-01T06:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,51.6169,49.4183,1.7654,0.4332
2024-05-01T06:00:00,2024-05-01T07:00:00,HB_HOUSTON,Houston Hub,SOUTH,58.3552,59.685,-1.7326,0.4028
2024-05-01T06:00:00,2024-05-01T07:00:00,HB_NORTH,North Hub,NORTH,41.5081,40.1885,0.9965,0.3232
2024-05-01T06:00:00,2024-05-01T07:00:00,HB_WEST,West Hub,WEST,39.4725,32.3022,6.798,0.3723
2024-05-01T06:00:00,2024-05-01T07:00:00,HB_SOUTH,South Hub,SOUTH,55.9634,58.5572,-2.9019,0.3081
2024-05-01T06:00:00,2024-05-01T07:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,64.6631,63.739,-0.0257,0.9499
2024-05-01T06:00:00,2024-05-01T07:00:00,LZ_NORTH,North Load Zone,NORTH,63.3634,65.5434,-2.6022,0.4222
2024-05-01T06:00:00,2024-05-01T07:00:00,LZ_WEST,West Load Zone,WEST,43.9249,43.3417,0.1874,0.3958
2024-05-01T06:00:00,2024-05-01T07:00:00,LZ_SOUTH,South Load Zone,SOUTH,56.7352,54.8379,1.0546,0.8427
2024-05-01T06:00:00,2024-05-01T07:00:00,BUS_SABINE,Sabine Bus,EAST,50.1195,44.4282,5.2287,0.4626
2024-05-01T06:00:00,2024-05-01T07:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,74.77,76.5897,-2.6092,0.7894
2024-05-01T07:00:00,2024-05-01T08:00:00,HB_HOUSTON,Houston Hub,SOUTH,57.7627,59.0083,-1.7057,0.4602
2024-05-01T07:00:00,2024-05-01T08:00:00,HB_NORTH,North Hub,NORTH,64.0006,64.1046,-0.771,0.667
2024-05-01T07:00:00,2024-05-01T08:00:00,HB_WEST,West Hub,WEST,43.6428,44.1989,-1.0293,0.4732
2024-05-01T07:00:00,2024-05-01T08:00:00,HB_SOUTH,South Hub,SOUTH,38.0222,37.8773,-0.1052,0.25
2024-05-01T07:00:00,2024-05-01T08:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,56.8482,56.7574,-0.2991,0.3899
2024-05-01T07:00:00,2024-05-01T08:00:00,LZ_NORTH,North Load Zone,NORTH,43.756,45.9641,-2.5297,0.3217
2024-05-01T07:00:00,2024-05-01T08:00:00,LZ_WEST,West Load Zone,WEST,65.9461,61.1399,4.3141,0.4921
2024-05-01T07:00:00,2024-05-01T08:00:00,LZ_SOUTH,South Load Zone,SOUTH,44.4621,46.3868,-2.3333,0.4087
2024-05-01T07:00:00,2024-05-01T08:00:00,BUS_SABINE,Sabine Bus,EAST,52.5425,54.0038,-1.8313,0.37
2024-05-01T07:00:00,2024-05-01T08:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,52.4321,54.1281,-2.1658,0.4697
2024-05-01T08:00:00,2024-05-01T09:00:00,HB_HOUSTON,Houston Hub,SOUTH,59.2778,61.0272,-2.2332,0.4838
2024-05-01T08:00:00,2024-05-01T09:00:00,HB_NORTH,North Hub,NORTH,57.5062,58.1193,-1.1642,0.5511
2024-05-01T08:00:00,2024-05-01T09:00:00,HB_WEST,West Hub,WEST,74.1119,73.7841,-0.097,0.4249
2024-05-01T08:00:00,2024-05-01T09:00:00,HB_SOUTH,South Hub,SOUTH,58.9108,55.7741,2.2923,0.8443
2024-05-01T08:00:00,2024-05-01T09:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,69.5226,73.1166,-4.1984,0.6045
2024-05-01T08:00:00,2024-05-01T09:00:00,LZ_NORTH,North Load Zone,NORTH,65.7704,60.2241,4.7547,0.7916
2024-05-01T08:00:00,2024-05-01T09:00:00,LZ_WEST,West Load Zone,WEST,39.4253,44.6894,-5.7191,0.455
2024-05-01T08:00:00,2024-05-01T09:00:00,LZ_SOUTH,South Load Zone,SOUTH,72.1982,71.3494,0.2717,0.5771
2024-05-01T08:00:00,2024-05-01T09:00:00,BUS_SABINE,Sabine Bus,EAST,46.1531,51.9382,-6.0691,0.284
2024-05-01T08:00:00,2024-05-01T09:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,65.4137,62.5361,2.3724,0.5052
2024-05-01T09:00:00,2024-05-01T10:00:00,HB_HOUSTON,Houston Hub,SOUTH,55.5758,58.1048,-2.92,0.391
2024-05-01T09:00:00,2024-05-01T10:00:00,HB_NORTH,North Hub,NORTH,56.472,57.6682,-1.7544,0.5582
2024-05-01T09:00:00,2024-05-01T10:00:00,HB_WEST,West Hub,WEST,63.456,66.3324,-3.2522,0.3758
2024-05-01T09:00:00,2024-05-01T10:00:00,HB_SOUTH,South Hub,SOUTH,54.9259,53.5339,1.1154,0.2766
2024-05-01T09:00:00,2024-05-01T10:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,62.1437,65.9042,-4.234,0.4735
2024-05-01T09:00:00,2024-05-01T10:00:00,LZ_NORTH,North Load Zone,NORTH,60.0786,63.3155,-3.7943,0.5573
2024-05-01T09:00:00,2024-05-01T10:00:00,LZ_WEST,West Load Zone,WEST,63.7951,62.8407,0.0721,0.8824
2024-05-01T09:00:00,2024-05-01T10:00:00,LZ_SOUTH,South Load Zone,SOUTH,68.9089,70.1281,-2.1388,0.9197
2024-05-01T09:00:00,2024-05-01T10:00:00,BUS_SABINE,Sabine Bus,EAST,55.1043,55.5005,-0.8416,0.4454
2024-05-01T09:00:00,2024-05-01T10:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,72.1251,74.316,-3.1724,0.9814
2024-05-01T10:00:00,2024-05-01T11:00:00,HB_HOUSTON,Houston Hub,SOUTH,72.4423,73.1215,-1.2222,0.543
2024-05-01T10:00:00,2024-05-01T11:00:00,HB_NORTH,North Hub,NORTH,74.1387,69.9697,3.1428,1.0262
2024-05-01T10:00:00,2024-05-01T11:00:00,HB_WEST,West Hub,WEST,43.7528,41.1486,2.3179,0.2864
2024-05-01T10:00:00,2024-05-01T11:00:00,HB_SOUTH,South Hub,SOUTH,77.4899,78.9045,-2.5585,1.1439
2024-05-01T10:00:00,2024-05-01T11:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,69.1752,74.5611,-5.7489,0.363
2024-05-01T10:00:00,2024-05-01T11:00:00,LZ_NORTH,North Load Zone,NORTH,62.4132,64.2064,-2.6862,0.893
2024-05-01T10:00:00,2024-05-01T11:00:00,LZ_WEST,West Load Zone,WEST,68.1711,72.951,-5.6734,0.8936
2024-05-01T10:00:00,2024-05-01T11:00:00,LZ_SOUTH,South Load Zone,SOUTH,61.5357,55.9119,5.2496,0.3742
2024-05-01T10:00:00,2024-05-01T11:00:00,BUS_SABINE,Sabine Bus,EAST,73.4541,76.7569,-4.2699,0.9671
2024-05-01T10:00:00,2024-05-01T11:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,56.4037,55.0411,0.6319,0.7306
2024-05-01T11:00:00,2024-05-01T12:00:00,HB_HOUSTON,Houston Hub,SOUTH,69.7442,68.6107,0.6501,0.4834
2024-05-01T11:00:00,2024-05-01T12:00:00,HB_NORTH,North Hub,NORTH,56.9484,50.827,5.286,0.8354
2024-05-01T11:00:00,2024-05-01T12:00:00,HB_WEST,West Hub,WEST,52.4133,47.7166,4.2252,0.4716
2024-05-01T11:00:00,2024-05-01T12:00:00,HB_SOUTH,South Hub,SOUTH,74.3461,73.7155,-0.4394,1.07
2024-05-01T11:00:00,2024-05-01T12:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,80.3905,74.5682,5.2768,0.5455
2024-05-01T11:00:00,2024-05-01T12:00:00,LZ_NORTH,North Load Zone,NORTH,70.6094,70.7294,-0.5496,0.4296
2024-05-01T11:00:00,2024-05-01T12:00:00,LZ_WEST,West Load Zone,WEST,52.656,50.2913,1.9362,0.4284
2024-05-01T11:00:00,2024-05-01T12:00:00,LZ_SOUTH,South Load Zone,SOUTH,56.9776,58.6954,-2.2222,0.5044
2024-05-01T11:00:00,2024-05-01T12:00:00,BUS_SABINE,Sabine Bus,EAST,63.8574,64.6018,-1.0648,0.3204
2024-05-01T11:00:00,2024-05-01T12:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,73.3787,74.1655,-1.6816,0.8948
2024-05-01T12:00:00,2024-05-01T13:00:00,HB_HOUSTON,Houston Hub,SOUTH,69.3972,73.2628,-4.4653,0.5997
2024-05-01T12:00:00,2024-05-01T13:00:00,HB_NORTH,North Hub,NORTH,75.6951,73.1802,1.8865,0.6284
2024-05-01T12:00:00,2024-05-01T13:00:00,HB_WEST,West Hub,WEST,48.9299,42.9731,5.3601,0.5968
2024-05-01T12:00:00,2024-05-01T13:00:00,HB_SOUTH,South Hub,SOUTH,62.8601,59.8362,2.4529,0.571
2024-05-01T12:00:00,2024-05-01T13:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,59.5225,57.7036,1.4455,0.3734
2024-05-01T12:00:00,2024-05-01T13:00:00,LZ_NORTH,North Load Zone,NORTH,48.327,44.3436,3.4145,0.569
2024-05-01T12:00:00,2024-05-01T13:00:00,LZ_WEST,West Load Zone,WEST,74.0619,75.8472,-2.3786,0.5932
2024-05-01T12:00:00,2024-05-01T13:00:00,LZ_SOUTH,South Load Zone,SOUTH,64.7823,64.2979,-0.0254,0.5098
2024-05-01T12:00:00,2024-05-01T13:00:00,BUS_SABINE,Sabine Bus,EAST,59.6705,57.4097,1.685,0.5758
2024-05-01T12:00:00,2024-05-01T13:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,59.8149,58.4933,0.7395,0.5821
2024-05-01T13:00:00,2024-05-01T14:00:00,HB_HOUSTON,Houston Hub,SOUTH,81.101,83.67,-3.1121,0.5431
2024-05-01T13:00:00,2024-05-01T14:00:00,HB_NORTH,North Hub,NORTH,72.794,70.1349,1.8343,0.8247
2024-05-01T13:00:00,2024-05-01T14:00:00,HB_WEST,West Hub,WEST,46.9611,41.607,4.7666,0.5875
2024-05-01T13:00:00,2024-05-01T14:00:00,HB_SOUTH,South Hub,SOUTH,61.8376,63.2984,-1.8931,0.4323
2024-05-01T13:00:00,2024-05-01T14:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,70.4236,69.3932,0.3437,0.6867
2024-05-01T13:00:00,2024-05-01T14:00:00,LZ_NORTH,North Load Zone,NORTH,66.3231,66.6616,-0.945,0.6065
2024-05-01T13:00:00,2024-05-01T14:00:00,LZ_WEST,West Load Zone,WEST,60.8917,61.5993,-1.4361,0.7285
2024-05-01T13:00:00,2024-05-01T14:00:00,LZ_SOUTH,South Load Zone,SOUTH,58.5189,57.7632,0.0793,0.6765
2024-05-01T13:00:00,2024-05-01T14:00:00,BUS_SABINE,Sabine Bus,EAST,83.3004,82.6209,0.1742,0.5053
2024-05-01T13:00:00,2024-05-01T14:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,60.0628,58.3415,0.8456,0.8757
2024-05-01T14:00:00,2024-05-01T15:00:00,HB_HOUSTON,Houston Hub,SOUTH,65.4676,65.0856,-0.1084,0.4905
2024-05-01T14:00:00,2024-05-01T15:00:00,HB_NORTH,North Hub,NORTH,68.1368,69.9502,-2.7002,0.8867
2024-05-01T14:00:00,2024-05-01T15:00:00,HB_WEST,West Hub,WEST,41.2527,48.5455,-7.7447,0.4519
2024-05-01T14:00:00,2024-05-01T15:00:00,HB_SOUTH,South Hub,SOUTH,79.0538,80.1263,-1.9521,0.8796
2024-05-01T14:00:00,2024-05-01T15:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,61.1997,63.8759,-3.4905,0.8143
2024-05-01T14:00:00,2024-05-01T15:00:00,LZ_NORTH,North Load Zone,NORTH,46.7208,48.0357,-1.8959,0.581
2024-05-01T14:00:00,2024-05-01T15:00:00,LZ_WEST,West Load Zone,WEST,56.9008,56.1073,0.3682,0.4252
2024-05-01T14:00:00,2024-05-01T15:00:00,LZ_SOUTH,South Load Zone,SOUTH,54.1771,57.5142,-3.8903,0.5533
2024-05-01T14:00:00,2024-05-01T15:00:00,BUS_SABINE,Sabine Bus,EAST,56.389,57.6643,-1.7184,0.4431
2024-05-01T14:00:00,2024-05-01T15:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,62.0642,58.8099,2.6088,0.6456
2024-05-01T15:00:00,2024-05-01T16:00:00,HB_HOUSTON,Houston Hub,SOUTH,69.3805,66.8899,1.6622,0.8284
2024-05-01T15:00:00,2024-05-01T16:00:00,HB_NORTH,North Hub,NORTH,59.8484,60.3576,-1.0524,0.5432
2024-05-01T15:00:00,2024-05-01T16:00:00,HB_WEST,West Hub,WEST,42.6378,43.1593,-0.8228,0.3014
2024-05-01T15:00:00,2024-05-01T16:00:00,HB_SOUTH,South Hub,SOUTH,45.4238,41.8018,3.1296,0.4924
2024-05-01T15:00:00,2024-05-01T16:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,55.3433,60.2138,-5.5709,0.7004
2024-05-01T15:00:00,2024-05-01T16:00:00,LZ_NORTH,North Load Zone,NORTH,60.001,59.2672,0.2228,0.5111
2024-05-01T15:00:00,2024-05-01T16:00:00,LZ_WEST,West Load Zone,WEST,60.9789,65.9706,-5.8779,0.8863
2024-05-01T15:00:00,2024-05-01T16:00:00,LZ_SOUTH,South Load Zone,SOUTH,49.0447,46.1069,2.4247,0.5131
2024-05-01T15:00:00,2024-05-01T16:00:00,BUS_SABINE,Sabine Bus,EAST,55.5503,56.31,-1.2795,0.5199
2024-05-01T15:00:00,2024-05-01T16:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,67.7579,66.4665,0.4925,0.799
2024-05-01T16:00:00,2024-05-01T17:00:00,HB_HOUSTON,Houston Hub,SOUTH,58.5073,56.9221,1.0192,0.566
2024-05-01T16:00:00,2024-05-01T17:00:00,HB_NORTH,North Hub,NORTH,65.2319,61.8796,3.0085,0.3437
2024-05-01T16:00:00,2024-05-01T17:00:00,HB_WEST,West Hub,WEST,39.3595,36.7628,2.3892,0.2075
2024-05-01T16:00:00,2024-05-01T17:00:00,HB_SOUTH,South Hub,SOUTH,54.7737,55.513,-1.266,0.5268
2024-05-01T16:00:00,2024-05-01T17:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,64.8937,63.5218,0.9101,0.4618
2024-05-01T16:00:00,2024-05-01T17:00:00,LZ_NORTH,North Load Zone,NORTH,51.1833,46.2363,4.497,0.45
2024-05-01T16:00:00,2024-05-01T17:00:00,LZ_WEST,West Load Zone,WEST,57.6606,62.8921,-5.6652,0.4338
2024-05-01T16:00:00,2024-05-01T17:00:00,LZ_SOUTH,South Load Zone,SOUTH,58.8476,57.9438,0.2922,0.6117
2024-05-01T16:00:00,2024-05-01T17:00:00,BUS_SABINE,Sabine Bus,EAST,69.0465,68.1635,-0.0016,0.8846
2024-05-01T16:00:00,2024-05-01T17:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,49.7119,53.0897,-4.0984,0.7206
2024-05-01T17:00:00,2024-05-01T18:00:00,HB_HOUSTON,Houston Hub,SOUTH,59.1855,58.2212,0.5782,0.3861
2024-05-01T17:00:00,2024-05-01T18:00:00,HB_NORTH,North Hub,NORTH,62.0301,58.1895,3.1806,0.66
2024-05-01T17:00:00,2024-05-01T18:00:00,HB_WEST,West Hub,WEST,46.1578,41.0151,4.5579,0.5848
2024-05-01T17:00:00,2024-05-01T18:00:00,HB_SOUTH,South Hub,SOUTH,59.0794,54.7758,3.5664,0.7373
2024-05-01T17:00:00,2024-05-01T18:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,64.8069,60.2,3.6577,0.9492
2024-05-01T17:00:00,2024-05-01T18:00:00,LZ_NORTH,North Load Zone,NORTH,55.0975,54.2203,0.4299,0.4474
2024-05-01T17:00:00,2024-05-01T18:00:00,LZ_WEST,West Load Zone,WEST,44.7925,51.1757,-6.7848,0.4016
2024-05-01T17:00:00,2024-05-01T18:00:00,LZ_SOUTH,South Load Zone,SOUTH,52.9841,53.5173,-1.1641,0.6308
2024-05-01T17:00:00,2024-05-01T18:00:00,BUS_SABINE,Sabine Bus,EAST,56.5895,56.8226,-0.9973,0.7641
2024-05-01T17:00:00,2024-05-01T18:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,50.396,50.5472,-0.899,0.7478
2024-05-01T18:00:00,2024-05-01T19:00:00,HB_HOUSTON,Houston Hub,SOUTH,55.9549,58.1481,-2.7127,0.5195
2024-05-01T18:00:00,2024-05-01T19:00:00,HB_NORTH,North Hub,NORTH,42.9221,39.9728,2.5883,0.3611
2024-05-01T18:00:00,2024-05-01T19:00:00,HB_WEST,West Hub,WEST,48.1596,52.3884,-4.5205,0.2916
2024-05-01T18:00:00,2024-05-01T19:00:00,HB_SOUTH,South Hub,SOUTH,60.4743,60.7104,-1.0396,0.8035
2024-05-01T18:00:00,2024-05-01T19:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,47.183,49.6943,-3.0934,0.5821
2024-05-01T18:00:00,2024-05-01T19:00:00,LZ_NORTH,North Load Zone,NORTH,55.6497,55.434,-0.5124,0.728
2024-05-01T18:00:00,2024-05-01T19:00:00,LZ_WEST,West Load Zone,WEST,40.5177,40.9578,-0.8192,0.3791
2024-05-01T18:00:00,2024-05-01T19:00:00,LZ_SOUTH,South Load Zone,SOUTH,48.6982,50.3949,-2.3549,0.6583
2024-05-01T18:00:00,2024-05-01T19:00:00,BUS_SABINE,Sabine Bus,EAST,57.8031,58.4896,-1.1165,0.43
2024-05-01T18:00:00,2024-05-01T19:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,38.736,37.4896,0.9058,0.3405
2024-05-01T19:00:00,2024-05-01T20:00:00,HB_HOUSTON,Houston Hub,SOUTH,65.3561,63.8606,1.0498,0.4456
2024-05-01T19:00:00,2024-05-01T20:00:00,HB_NORTH,North Hub,NORTH,48.3726,42.753,5.2131,0.4065
2024-05-01T19:00:00,2024-05-01T20:00:00,HB_WEST,West Hub,WEST,44.0814,46.9243,-3.1851,0.3422
2024-05-01T19:00:00,2024-05-01T20:00:00,HB_SOUTH,South Hub,SOUTH,64.4178,63.5755,0.4651,0.3772
2024-05-01T19:00:00,2024-05-01T20:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,43.2683,46.1369,-3.413,0.5444
2024-05-01T19:00:00,2024-05-01T20:00:00,LZ_NORTH,North Load Zone,NORTH,40.7974,44.4186,-4.0254,0.4042
2024-05-01T19:00:00,2024-05-01T20:00:00,LZ_WEST,West Load Zone,WEST,45.9423,46.8887,-1.278,0.3315
2024-05-01T19:00:00,2024-05-01T20:00:00,LZ_SOUTH,South Load Zone,SOUTH,42.5534,44.4887,-2.3956,0.4602
2024-05-01T19:00:00,2024-05-01T20:00:00,BUS_SABINE,Sabine Bus,EAST,36.9757,35.8977,0.6173,0.4607
2024-05-01T19:00:00,2024-05-01T20:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,38.9416,34.557,4.0844,0.3002
2024-05-01T20:00:00,2024-05-01T21:00:00,HB_HOUSTON,Houston Hub,SOUTH,45.5138,43.6773,1.5213,0.3152
2024-05-01T20:00:00,2024-05-01T21:00:00,HB_NORTH,North Hub,NORTH,47.7942,44.654,2.5369,0.6033
2024-05-01T20:00:00,2024-05-01T21:00:00,HB_WEST,West Hub,WEST,32.7635,30.5176,1.9235,0.3225
2024-05-01T20:00:00,2024-05-01T21:00:00,HB_SOUTH,South Hub,SOUTH,37.0634,44.8007,-8.1171,0.3798
2024-05-01T20:00:00,2024-05-01T21:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,39.7915,38.1639,1.3514,0.2762
